table,column,human_name,used_count,total_w2,used_pct,grade,should,notes,date_filter
DogsInfo,updated_at,Updated At,1911,1911,100.00,A,should,Date/time semantics; check timezone and nullability.,created_at
DogsInfo,deleted_at,Deleted At,0,1911,0.00,F,shouldn't,,created_at
DogsInfo,dog_owner_fname_2,Dog Owner Fname 2,0,1911,0.00,F,shouldn't,,created_at
DogsInfo,dog_owner_lname_2,Dog Owner Lname 2,0,1911,0.00,F,shouldn't,,created_at
DogsInfo,dog_country_id_2,Dog Country Id 2,1910,1911,99.95,A,should,,created_at
DogsInfo,dog_mobile_phone_code_2,Dog Mobile Phone Code 2,1911,1911,100.00,A,should,,created_at
DogsInfo,dog_mobile_phone_2,Dog Mobile Phone 2,0,1911,0.00,F,shouldn't,,created_at
DogsInfo,dog_owner_phone_2,Dog Owner Phone 2,0,1911,0.00,F,shouldn't,,created_at
DogsInfo,dog_owner_fname_3,Dog Owner Fname 3,0,1911,0.00,F,shouldn't,,created_at
DogsInfo,dog_owner_lname_3,Dog Owner Lname 3,0,1911,0.00,F,shouldn't,,created_at
DogsInfo,dog_country_id_3,Dog Country Id 3,1910,1911,99.95,A,should,,created_at
DogsInfo,dog_mobile_phone_code_3,Dog Mobile Phone Code 3,1911,1911,100.00,A,should,,created_at
DogsInfo,dog_mobile_phone_3,Dog Mobile Phone 3,0,1911,0.00,F,shouldn't,,created_at
DogsInfo,dog_owner_phone_3,Dog Owner Phone 3,0,1911,0.00,F,shouldn't,,created_at
DogsInfo,dog_owner_email,Dog Owner Email,0,1911,0.00,F,shouldn't,,created_at
DogsInfo,dog_owner_email_2,Dog Owner Email 2,0,1911,0.00,F,shouldn't,,created_at
DogsInfo,dog_owner_email_3,Dog Owner Email 3,0,1911,0.00,F,shouldn't,,created_at
DogsInfo,Foreign_Breeder_name,Foreign Breeder Name,0,1911,0.00,F,shouldn't,,created_at
DogsOwners,DataID,Data Id,2180,2180,100.00,A,should,,CreationDateTime
DogsOwners,ModificationDateTime,Modification Date Time,2180,2180,100.00,A,should,Date/time semantics; check timezone and nullability.,CreationDateTime
DogsOwners,CreationDateTime,Creation Date Time,2180,2180,100.00,A,should,Date/time semantics; check timezone and nullability.,CreationDateTime
DogsOwners,OwnerCode,Owner Code,2180,2180,100.00,A,should,,CreationDateTime
DogsOwners,OwnerName,Owner Name,2177,2180,99.86,A,should,,CreationDateTime
DogsOwners,Street,Street,2089,2180,95.83,A,should,,CreationDateTime
DogsOwners,CityName,City Name,2163,2180,99.22,A,should,,CreationDateTime
DogsOwners,Phone,Phone,2087,2180,95.73,A,should,,CreationDateTime
DogsOwners,Email,Email,1743,2180,79.95,B,should,,CreationDateTime
DogsOwners,InfoID,Info Id,0,2180,0.00,A,should,Likely foreign key; verify relation mapping.,CreationDateTime
DogsOwners,SagirOwnerID,Sagir Owner Id,2180,2180,100.00,A,should,Likely foreign key; verify relation mapping.,CreationDateTime
DogsOwners,IsCurrentOwner,Is Current Owner,2179,2180,99.95,A,should,,CreationDateTime
DogsOwners,OrderID,Order Id,2179,2180,99.95,A,should,Likely foreign key; verify relation mapping.,CreationDateTime
DogsOwners,OwnerNameEN,Owner Name En,48,2180,2.20,F,shouldn't,,CreationDateTime
DogsOwners,StreetEN,Street En,44,2180,2.02,F,shouldn't,,CreationDateTime
DogsOwners,CityNameEn,City Name En,44,2180,2.02,F,shouldn't,,CreationDateTime
DogsOwners,New_Mobile,New Mobile,0,2180,0.00,F,shouldn't,,CreationDateTime
DogsOwners,New_SID,New Sid,0,2180,0.00,A,should,Likely foreign key; verify relation mapping.,CreationDateTime
DogsOwners,New_Org_DataID,New Org Data Id,0,2180,0.00,A,should,Likely foreign key; verify relation mapping.,CreationDateTime
DogsOwners,New_Fill_Date,New Fill Date,0,2180,0.00,F,shouldn't,Date/time semantics; check timezone and nullability.,CreationDateTime
DogsOwners,New_FillerIP,New Filler Ip,0,2180,0.00,F,shouldn't,,CreationDateTime
DogsOwners,New_StreetNumber,New Street Number,0,2180,0.00,F,shouldn't,,CreationDateTime
DogsOwners,encoding,Encoding,2143,2180,98.30,A,should,,CreationDateTime
dogs_documents,id,Id,6988,6988,100.00,A,should,,created_at
dogs_documents,type,Type,6988,6988,100.00,A,should,,created_at
dogs_documents,SagirID,Sagir Id,6985,6988,99.96,A,should,Likely foreign key; verify relation mapping.,created_at
dogs_documents,TestDate,Test Date,6902,6988,98.77,A,should,Date/time semantics; check timezone and nullability.,created_at
dogs_documents,TestFile,Test File,6822,6988,97.62,A,should,,created_at
dogs_documents,Notes,Notes,877,6988,12.55,D,shouldn't,,created_at
dogs_documents,is_maag,Is Maag,304,6988,4.35,F,shouldn't,,created_at
dogs_documents,maag_date,Maag Date,304,6988,4.35,F,shouldn't,Date/time semantics; check timezone and nullability.,created_at
dogs_documents,judge_name,Judge Name,298,6988,4.26,F,shouldn't,,created_at
dogs_documents,result,Result,298,6988,4.26,F,shouldn't,,created_at
dogs_documents,grade,Grade,246,6988,3.52,F,shouldn't,,created_at
dogs_documents,location,Location,41,6988,0.59,F,shouldn't,,created_at
dogs_documents,created_at,Created At,6988,6988,100.00,A,should,,created_at
dogs_documents,updated_at,Updated At,6988,6988,100.00,A,should,Date/time semantics; check timezone and nullability.,created_at
dogs_documents,deleted_at,Deleted At,245,6988,3.51,F,shouldn't,,created_at
Dogs_ScoresDB,id,Id,23354,23354,100.00,A,should,,created_at
Dogs_ScoresDB,DataID,Data Id,23354,23354,100.00,A,should,,created_at
Dogs_ScoresDB,ModificationDateTime,Modification Date Time,13259,23354,56.77,C,consider,Date/time semantics; check timezone and nullability.,created_at
Dogs_ScoresDB,CreationDateTime,Creation Date Time,13259,23354,56.77,C,consider,Date/time semantics; check timezone and nullability.,created_at
Dogs_ScoresDB,ScoreCode,Score Code,13177,23354,56.42,C,consider,,created_at
Dogs_ScoresDB,ShowID,Show Id,13177,23354,56.42,A,should,Likely foreign key; verify relation mapping.,created_at
Dogs_ScoresDB,EventDate,Event Date,23354,23354,100.00,A,should,Date/time semantics; check timezone and nullability.,created_at
Dogs_ScoresDB,EventName,Event Name,23327,23354,99.88,A,should,,created_at
Dogs_ScoresDB,EventPlace,Event Place,22416,23354,95.98,A,should,,created_at
Dogs_ScoresDB,AwardID,Award Id,23354,23354,100.00,A,should,Likely foreign key; verify relation mapping.,created_at
Dogs_ScoresDB,JudgeName,Judge Name,23283,23354,99.70,A,should,,created_at
Dogs_ScoresDB,SagirID,Sagir Id,23354,23354,100.00,A,should,Likely foreign key; verify relation mapping.,created_at
Dogs_ScoresDB,BreedID,Breed Id,0,23354,0.00,A,should,Likely foreign key; verify relation mapping.,created_at
Dogs_ScoresDB,Rank,Rank,14937,23354,63.96,C,consider,,created_at
Dogs_ScoresDB,Remark1,Remark1,3457,23354,14.80,D,shouldn't,,created_at
Dogs_ScoresDB,Remark2,Remark2,14,23354,0.06,F,shouldn't,,created_at
Dogs_ScoresDB,Remark3,Remark3,0,23354,0.00,F,shouldn't,,created_at
Dogs_ScoresDB,JudgeText,Judge Text,13123,23354,56.19,C,consider,,created_at
Dogs_ScoresDB,IsForPedigre,Is For Pedigre,13783,23354,59.02,C,consider,,created_at
Dogs_ScoresDB,created_at,Created At,23354,23354,100.00,A,should,,created_at
Dogs_ScoresDB,updated_at,Updated At,23354,23354,100.00,A,should,Date/time semantics; check timezone and nullability.,created_at
Dogs_ScoresDB,deleted_at,Deleted At,614,23354,2.63,F,shouldn't,,created_at
Dogs_ScoresDB,encoding,Encoding,31,23354,0.13,F,shouldn't,,created_at
dogs_titlesdb_bkp,id,Id,0,0,0.00,A,should,,created_at
dogs_titlesdb_bkp,DataID,Data Id,0,0,0.00,A,should,,created_at
dogs_titlesdb_bkp,ModificationDateTime,Modification Date Time,0,0,0.00,F,shouldn't,Date/time semantics; check timezone and nullability.,created_at
dogs_titlesdb_bkp,CreationDateTime,Creation Date Time,0,0,0.00,F,shouldn't,Date/time semantics; check timezone and nullability.,created_at
dogs_titlesdb_bkp,TitleName,Title Name,0,0,0.00,F,shouldn't,,created_at
dogs_titlesdb_bkp,TitleCode,Title Code,0,0,0.00,F,shouldn't,,created_at
dogs_titlesdb_bkp,Remark,Remark,0,0,0.00,F,shouldn't,,created_at
dogs_titlesdb_bkp,TitleDesc,Title Desc,0,0,0.00,F,shouldn't,,created_at
dogs_titlesdb_bkp,created_at,Created At,0,0,0.00,F,shouldn't,,created_at
dogs_titlesdb_bkp,updated_at,Updated At,0,0,0.00,F,shouldn't,Date/time semantics; check timezone and nullability.,created_at
dogs_titlesdb_bkp,deleted_at,Deleted At,0,0,0.00,F,shouldn't,,created_at
dogs_titles_db,id,Id,70,70,100.00,A,should,,created_at
dogs_titles_db,DataID,Data Id,70,70,100.00,A,should,,created_at
dogs_titles_db,ModificationDateTime,Modification Date Time,0,70,0.00,F,shouldn't,Date/time semantics; check timezone and nullability.,created_at
dogs_titles_db,CreationDateTime,Creation Date Time,0,70,0.00,F,shouldn't,Date/time semantics; check timezone and nullability.,created_at
dogs_titles_db,TitleName,Title Name,70,70,100.00,A,should,,created_at
dogs_titles_db,TitleCode,Title Code,70,70,100.00,A,should,,created_at
dogs_titles_db,Remark,Remark,66,70,94.29,B,should,,created_at
dogs_titles_db,TitleDesc,Title Desc,60,70,85.71,B,should,,created_at
dogs_titles_db,created_at,Created At,70,70,100.00,A,should,,created_at
dogs_titles_db,updated_at,Updated At,70,70,100.00,A,should,Date/time semantics; check timezone and nullability.,created_at
dogs_titles_db,deleted_at,Deleted At,3,70,4.29,F,shouldn't,,created_at
dogs_won_titles,id,Id,0,0,0.00,A,should,,CreationDateTime
dogs_won_titles,DataID,Data Id,0,0,0.00,A,should,,CreationDateTime
dogs_won_titles,ModificationDateTime,Modification Date Time,0,0,0.00,F,shouldn't,Date/time semantics; check timezone and nullability.,CreationDateTime
dogs_won_titles,CreationDateTime,Creation Date Time,0,0,0.00,F,shouldn't,Date/time semantics; check timezone and nullability.,CreationDateTime
dogs_won_titles,ShowID,Show Id,0,0,0.00,A,should,Likely foreign key; verify relation mapping.,CreationDateTime
dogs_won_titles,SagirID,Sagir Id,0,0,0.00,A,should,Likely foreign key; verify relation mapping.,CreationDateTime
dogs_won_titles,TitleName,Title Name,0,0,0.00,F,shouldn't,,CreationDateTime
dogs_won_titles,JudgeName,Judge Name,0,0,0.00,F,shouldn't,,CreationDateTime
dogs_won_titles,Rank,Rank,0,0,0.00,F,shouldn't,,CreationDateTime
dogs_won_titles,TitleID,Title Id,0,0,0.00,A,should,Likely foreign key; verify relation mapping.,CreationDateTime
dynamic_html_element,id,Id,1,1,100.00,A,should,,created_at
dynamic_html_element,name,Name,1,1,100.00,A,should,,created_at
dynamic_html_element,slug,Slug,1,1,100.00,A,should,,created_at
dynamic_html_element,html_element,Html Element,1,1,100.00,A,should,,created_at
dynamic_html_element,created_at,Created At,1,1,100.00,A,should,,created_at
dynamic_html_element,updated_at,Updated At,0,1,0.00,F,shouldn't,Date/time semantics; check timezone and nullability.,created_at
dynamic_html_element,deleted_at,Deleted At,0,1,0.00,F,shouldn't,,created_at
dynamic_html_element_value,id,Id,3,3,100.00,A,should,,created_at
dynamic_html_element_value,html_element_id,Html Element Id,3,3,100.00,A,should,,created_at
dynamic_html_element_value,option_value,Option Value,3,3,100.00,A,should,,created_at
dynamic_html_element_value,option_text_english,Option Text English,3,3,100.00,A,should,,created_at
dynamic_html_element_value,option_text_hebrew,Option Text Hebrew,3,3,100.00,A,should,,created_at
dynamic_html_element_value,created_at,Created At,3,3,100.00,A,should,,created_at
dynamic_html_element_value,updated_at,Updated At,0,3,0.00,F,shouldn't,Date/time semantics; check timezone and nullability.,created_at
dynamic_html_element_value,deleted_at,Deleted At,0,3,0.00,F,shouldn't,,created_at
HailCity,Code_City,Code City,1352,1352,100.00,A,should,,
HailCity,City_Name,City Name,1352,1352,100.00,A,should,,
HailCity,Sync,Sync,0,1352,0.00,F,shouldn't,,
HailCity,COUNTRY_CODE,Country Code,0,1352,0.00,F,shouldn't,,
HailCity2,Code_City,Code City,1353,1353,100.00,A,should,,
HailCity2,City_Name,City Name,1353,1353,100.00,A,should,,
HailCity2,Sync,Sync,0,1353,0.00,F,shouldn't,,
HailCity2,COUNTRY_CODE,Country Code,0,1353,0.00,F,shouldn't,,
HairsDB,id,Id,0,0,0.00,A,should,,created_at
HairsDB,DataID,Data Id,0,0,0.00,A,should,,created_at
HairsDB,ModificationDateTime,Modification Date Time,0,0,0.00,F,shouldn't,Date/time semantics; check timezone and nullability.,created_at
HairsDB,CreationDateTime,Creation Date Time,0,0,0.00,F,shouldn't,Date/time semantics; check timezone and nullability.,created_at
HairsDB,HairNameHE,Hair Name He,0,0,0.00,F,shouldn't,,created_at
HairsDB,HairNameEN,Hair Name En,0,0,0.00,F,shouldn't,,created_at
HairsDB,Remark,Remark,0,0,0.00,F,shouldn't,,created_at
HairsDB,OldCode,Old Code,0,0,0.00,F,shouldn't,,created_at
HairsDB,created_at,Created At,0,0,0.00,F,shouldn't,,created_at
HairsDB,updated_at,Updated At,0,0,0.00,F,shouldn't,Date/time semantics; check timezone and nullability.,created_at
HairsDB,deleted_at,Deleted At,0,0,0.00,F,shouldn't,,created_at
health,id,Id,262,262,100.00,A,should,,created_at
health,DataID,Data Id,262,262,100.00,A,should,,created_at
health,type,Type,262,262,100.00,A,should,,created_at
health,ModificationDateTime,Modification Date Time,0,262,0.00,F,shouldn't,Date/time semantics; check timezone and nullability.,created_at
health,CreationDateTime,Creation Date Time,0,262,0.00,F,shouldn't,Date/time semantics; check timezone and nullability.,created_at
health,SagirID,Sagir Id,262,262,100.00,A,should,Likely foreign key; verify relation mapping.,created_at
health,TestDate,Test Date,262,262,100.00,A,should,Date/time semantics; check timezone and nullability.,created_at
health,TestFile,Test File,244,262,93.13,B,should,,created_at
health,Notes,Notes,43,262,16.41,D,shouldn't,,created_at
health,ImageResultID,Image Result Id,2,262,0.76,A,should,Likely foreign key; verify relation mapping.,created_at
health,show_in_paper,Show In Paper,20,262,7.63,D,shouldn't,,created_at
health,created_at,Created At,262,262,100.00,A,should,,created_at
health,updated_at,Updated At,262,262,100.00,A,should,Date/time semantics; check timezone and nullability.,created_at
health,deleted_at,Deleted At,11,262,4.20,F,shouldn't,,created_at
jobs,id,Id,0,0,0.00,A,should,,created_at
jobs,queue,Queue,0,0,0.00,F,shouldn't,,created_at
jobs,payload,Payload,0,0,0.00,F,shouldn't,,created_at
jobs,attempts,Attempts,0,0,0.00,F,shouldn't,,created_at
jobs,reserved_at,Reserved At,0,0,0.00,F,shouldn't,,created_at
jobs,available_at,Available At,0,0,0.00,F,shouldn't,,created_at
jobs,created_at,Created At,0,0,0.00,F,shouldn't,,created_at
JudgesDB,DataID,Data Id,93,93,100.00,A,should,,CreationDateTime
JudgesDB,ModificationDateTime,Modification Date Time,9,93,9.68,D,shouldn't,Date/time semantics; check timezone and nullability.,CreationDateTime
JudgesDB,CreationDateTime,Creation Date Time,93,93,100.00,A,should,Date/time semantics; check timezone and nullability.,CreationDateTime
JudgesDB,JudgeNameHE,Judge Name He,93,93,100.00,A,should,,CreationDateTime
JudgesDB,JudgeNameEN,Judge Name En,93,93,100.00,A,should,,CreationDateTime
JudgesDB,Country,Country,93,93,100.00,A,should,,CreationDateTime
JudgesDB,BreedID,Breed Id,93,93,100.00,A,should,Rarely used; not a strict FK.,CreationDateTime
JudgesDB,Email,Email,0,93,0.00,F,shouldn't,,CreationDateTime
Members,DataID,Data Id,8,8,100.00,A,should,,CreationDateTime
Members,ModificationDateTime,Modification Date Time,8,8,100.00,A,should,Date/time semantics; check timezone and nullability.,CreationDateTime
Members,CreationDateTime,Creation Date Time,8,8,100.00,A,should,Date/time semantics; check timezone and nullability.,CreationDateTime
Members,ClubID,Club Id,8,8,100.00,A,should,Likely foreign key; verify relation mapping.,CreationDateTime
Members,Owner_FirstName,Owner First Name,8,8,100.00,A,should,,CreationDateTime
Members,Owner_LastName,Owner Last Name,8,8,100.00,A,should,,CreationDateTime
Members,Owner_Phone,Owner Phone,8,8,100.00,A,should,,CreationDateTime
Members,Owner_Mobile,Owner Mobile,8,8,100.00,A,should,,CreationDateTime
Members,Owner_Email,Owner Email,7,8,87.50,B,should,,CreationDateTime
Members,Owner_City,Owner City,0,8,0.00,F,shouldn't,,CreationDateTime
Members,Owner_Street,Owner Street,8,8,100.00,A,should,,CreationDateTime
Members,Owner_Number,Owner Number,8,8,100.00,A,should,,CreationDateTime
Members,Owner_PaymentSum,Owner Payment Sum,0,8,0.00,F,shouldn't,,CreationDateTime
Members,Owner_PaymentLast4,Owner Payment Last4,0,8,0.00,F,shouldn't,,CreationDateTime
Members,MemberStatus,Member Status,8,8,100.00,A,should,,CreationDateTime
Members,SpecialKey,Special Key,7,8,87.50,B,should,,CreationDateTime
Members,ExpireDate,Expire Date,8,8,100.00,A,should,Date/time semantics; check timezone and nullability.,CreationDateTime
Members,Owner_TotalPayment,Owner Total Payment,0,8,0.00,F,shouldn't,,CreationDateTime
Members,Owner_Fax,Owner Fax,0,8,0.00,F,shouldn't,,CreationDateTime
Members,StartDate,Start Date,8,8,100.00,A,should,Date/time semantics; check timezone and nullability.,CreationDateTime
Members,Owner_Zip,Owner Zip,7,8,87.50,B,should,,CreationDateTime
Members,RecordSource,Record Source,8,8,100.00,A,should,,CreationDateTime
Members,IsJudge,Is Judge,0,8,0.00,F,shouldn't,,CreationDateTime
Members,CityID,City Id,8,8,100.00,A,should,Likely foreign key; verify relation mapping.,CreationDateTime
Members,PrivatePhone_1,Private Phone 1,0,8,0.00,F,shouldn't,,CreationDateTime
Members,PrivatePhone_2,Private Phone 2,0,8,0.00,F,shouldn't,,CreationDateTime
Members,BirthDate,Birth Date,8,8,100.00,A,should,Date/time semantics; check timezone and nullability.,CreationDateTime
Members,Note,Note,0,8,0.00,F,shouldn't,,CreationDateTime
Members,Image,Image,0,8,0.00,F,shouldn't,,CreationDateTime
Members,InvoiceID,Invoice Id,1,8,12.50,A,should,Likely foreign key; verify relation mapping.,CreationDateTime
Members,BreedID,Breed Id,8,8,100.00,A,should,Likely foreign key; verify relation mapping.,CreationDateTime
Members,UserName,User Name,6,8,75.00,B,should,,CreationDateTime
Members,Password,Password,7,8,87.50,B,should,,CreationDateTime
Members,UserKey,User Key,0,8,0.00,F,shouldn't,,CreationDateTime
Members,IsBreedManager,Is Breed Manager,0,8,0.00,F,shouldn't,,CreationDateTime
Members,PaymentStatus,Payment Status,8,8,100.00,A,should,,CreationDateTime
Members,encoding,Encoding,0,8,0.00,F,shouldn't,,CreationDateTime
migrations,id,Id,75,75,100.00,A,should,,
migrations,migration,Migration,75,75,100.00,A,should,,
migrations,batch,Batch,75,75,100.00,A,should,,
modules,id,Id,0,0,0.00,A,should,,created_at
modules,name,Name,0,0,0.00,F,shouldn't,,created_at
modules,created_at,Created At,0,0,0.00,F,shouldn't,,created_at
modules,updated_at,Updated At,0,0,0.00,F,shouldn't,Date/time semantics; check timezone and nullability.,created_at
modules,deleted_at,Deleted At,0,0,0.00,F,shouldn't,,created_at
new_users,id,Id,0,0,0.00,A,should,,created_at
new_users,role_id,Role Id,0,0,0.00,A,should,,created_at
new_users,first_name,First Name,0,0,0.00,F,shouldn't,,created_at
new_users,last_name,Last Name,0,0,0.00,F,shouldn't,,created_at
new_users,first_name_en,First Name En,0,0,0.00,F,shouldn't,,created_at
new_users,last_name_en,Last Name En,0,0,0.00,F,shouldn't,,created_at
new_users,email,Email,0,0,0.00,F,shouldn't,,created_at
new_users,email_verified_at,Email Verified At,0,0,0.00,F,shouldn't,,created_at
new_users,password,Password,0,0,0.00,F,shouldn't,,created_at
new_users,otp,Otp,0,0,0.00,F,shouldn't,,created_at
new_users,mobile_phone,Mobile Phone,0,0,0.00,F,shouldn't,,created_at
new_users,phone,Phone,0,0,0.00,F,shouldn't,,created_at
new_users,birth_date,Birth Date,0,0,0.00,F,shouldn't,Date/time semantics; check timezone and nullability.,created_at
new_users,user_token,User Token,0,0,0.00,F,shouldn't,,created_at
new_users,address_city,Address City,0,0,0.00,F,shouldn't,,created_at
new_users,address_city_en,Address City En,0,0,0.00,F,shouldn't,,created_at
new_users,address_street,Address Street,0,0,0.00,F,shouldn't,,created_at
new_users,address_street_en,Address Street En,0,0,0.00,F,shouldn't,,created_at
new_users,address_street_number,Address Street Number,0,0,0.00,F,shouldn't,,created_at
new_users,address_zip,Address Zip,0,0,0.00,F,shouldn't,,created_at
new_users,country_id,Country Id,0,0,0.00,A,should,,created_at
new_users,country_code,Country Code,0,0,0.00,F,shouldn't,,created_at
new_users,fax,Fax,0,0,0.00,F,shouldn't,,created_at
new_users,social_id_number,Social Id Number,0,0,0.00,F,shouldn't,,created_at
new_users,passport_id,Passport Id,0,0,0.00,A,should,,created_at
new_users,profile_photo,Profile Photo,0,0,0.00,F,shouldn't,,created_at
new_users,last_active_date_time,Last Active Date Time,0,0,0.00,F,shouldn't,Date/time semantics; check timezone and nullability.,created_at
new_users,is_superadmin,Is Superadmin,0,0,0.00,F,shouldn't,,created_at
new_users,language_id,Language Id,0,0,0.00,A,should,,created_at
new_users,status,Status,0,0,0.00,F,shouldn't,,created_at
new_users,record_type,Record Type,0,0,0.00,F,shouldn't,,created_at
new_users,migration_status,Migration Status,0,0,0.00,F,shouldn't,,created_at
new_users,data_id,Data Id,0,0,0.00,A,should,,created_at
new_users,owner_code,Owner Code,0,0,0.00,F,shouldn't,,created_at
new_users,info_id,Info Id,0,0,0.00,A,should,,created_at
new_users,owner_email,Owner Email,0,0,0.00,F,shouldn't,,created_at
new_users,sagir_owner_id,Sagir Owner Id,0,0,0.00,A,should,,created_at
new_users,is_current_owner,Is Current Owner,0,0,0.00,F,shouldn't,,created_at
new_users,order_id,Order Id,0,0,0.00,A,should,,created_at
new_users,new_sid,New Sid,0,0,0.00,A,should,,created_at
new_users,new_org_data_id,New Org Data Id,0,0,0.00,A,should,,created_at
new_users,new_fill_date,New Fill Date,0,0,0.00,F,shouldn't,Date/time semantics; check timezone and nullability.,created_at
new_users,new_filler_ip,New Filler Ip,0,0,0.00,F,shouldn't,,created_at
new_users,club_id,Club Id,0,0,0.00,A,should,,created_at
new_users,owner_payment_sum,Owner Payment Sum,0,0,0.00,F,shouldn't,,created_at
new_users,owner_payment_last4,Owner Payment Last4,0,0,0.00,F,shouldn't,,created_at
new_users,member_status,Member Status,0,0,0.00,F,shouldn't,,created_at
new_users,special_key,Special Key,0,0,0.00,F,shouldn't,,created_at
new_users,expire_date,Expire Date,0,0,0.00,F,shouldn't,Date/time semantics; check timezone and nullability.,created_at
new_users,owner_total_payment,Owner Total Payment,0,0,0.00,F,shouldn't,,created_at
new_users,start_date,Start Date,0,0,0.00,F,shouldn't,Date/time semantics; check timezone and nullability.,created_at
new_users,record_source,Record Source,0,0,0.00,F,shouldn't,,created_at
new_users,is_judge,Is Judge,0,0,0.00,F,shouldn't,,created_at
new_users,city_id,City Id,0,0,0.00,A,should,,created_at
new_users,private_phone_1,Private Phone 1,0,0,0.00,F,shouldn't,,created_at
new_users,private_phone_2,Private Phone 2,0,0,0.00,F,shouldn't,,created_at
new_users,note,Note,0,0,0.00,F,shouldn't,,created_at
new_users,image,Image,0,0,0.00,F,shouldn't,,created_at
new_users,invoice_id,Invoice Id,0,0,0.00,A,should,,created_at
new_users,breed_id,Breed Id,0,0,0.00,A,should,,created_at
new_users,user_key,User Key,0,0,0.00,F,shouldn't,,created_at
new_users,is_breed_manager,Is Breed Manager,0,0,0.00,F,shouldn't,,created_at
new_users,payment_status,Payment Status,0,0,0.00,F,shouldn't,,created_at
new_users,remember_token,Remember Token,0,0,0.00,F,shouldn't,,created_at
new_users,created_at,Created At,0,0,0.00,F,shouldn't,,created_at
new_users,updated_at,Updated At,0,0,0.00,F,shouldn't,Date/time semantics; check timezone and nullability.,created_at
new_users,deleted_at,Deleted At,0,0,0.00,F,shouldn't,,created_at
owner_files,id,Id,147,147,100.00,A,should,,created_at
owner_files,owner_id,Owner Id,147,147,100.00,A,should,,created_at
owner_files,file_name,File Name,147,147,100.00,A,should,,created_at
owner_files,encrypt_key,Encrypt Key,147,147,100.00,A,should,,created_at
owner_files,file,File,147,147,100.00,A,should,,created_at
owner_files,created_at,Created At,147,147,100.00,A,should,,created_at
owner_files,updated_at,Updated At,147,147,100.00,A,should,Date/time semantics; check timezone and nullability.,created_at
owner_files,deleted_at,Deleted At,13,147,8.84,D,shouldn't,,created_at
password_resets,email,Email,0,0,0.00,F,shouldn't,,created_at
password_resets,token,Token,0,0,0.00,F,shouldn't,,created_at
password_resets,created_at,Created At,0,0,0.00,F,shouldn't,,created_at
payment,id,Id,25363,25363,100.00,A,should,,created_at
payment,desc,Desc,25363,25363,100.00,A,should,,created_at
payment,amount,Amount,25363,25363,100.00,A,should,Monetary amount.,created_at
payment,approval_number,Approval Number,23793,25363,93.81,B,should,,created_at
payment,payment_topic,Payment Topic,25363,25363,100.00,A,should,,created_at
payment,first_name,First Name,24154,25363,95.23,A,should,,created_at
payment,last_name,Last Name,24152,25363,95.23,A,should,,created_at
payment,email,Email,24127,25363,95.13,A,should,,created_at
payment,payment_date_time,Payment Date Time,25363,25363,100.00,A,should,Date/time semantics; check timezone and nullability.,created_at
payment,club_id,Club Id,10942,25363,43.14,A,should,,created_at
payment,breed_id,Breed Id,496,25363,1.96,A,should,,created_at
payment,sagir_id,Sagir Id,14171,25363,55.87,A,should,,created_at
payment,last4_digits,Last4 Digits,23793,25363,93.81,B,should,,created_at
payment,user_ip,User Ip,25363,25363,100.00,A,should,,created_at
payment,created_at,Created At,25363,25363,100.00,A,should,,created_at
payment,created_by,Created By,25226,25363,99.46,A,should,,created_at
payment,updated_at,Updated At,25363,25363,100.00,A,should,Date/time semantics; check timezone and nullability.,created_at
payment,updated_by,Updated By,0,25363,0.00,F,shouldn't,Date/time semantics; check timezone and nullability.,created_at
payment,deleted_at,Deleted At,0,25363,0.00,F,shouldn't,,created_at
payment_email_settings,id,Id,6,6,100.00,A,should,,created_at
payment_email_settings,payment_topic,Payment Topic,6,6,100.00,A,should,,created_at
payment_email_settings,emails,Emails,6,6,100.00,A,should,,created_at
payment_email_settings,email_topic,Email Topic,6,6,100.00,A,should,,created_at
payment_email_settings,email_body,Email Body,6,6,100.00,A,should,,created_at
payment_email_settings,created_at,Created At,6,6,100.00,A,should,,created_at
payment_email_settings,created_by,Created By,6,6,100.00,A,should,,created_at
payment_email_settings,updated_at,Updated At,6,6,100.00,A,should,Date/time semantics; check timezone and nullability.,created_at
payment_email_settings,updated_by,Updated By,5,6,83.33,B,should,Date/time semantics; check timezone and nullability.,created_at
payment_email_settings,deleted_at,Deleted At,0,6,0.00,F,shouldn't,,created_at
pricing,id,Id,9,9,100.00,A,should,,created_at
pricing,name,Name,9,9,100.00,A,should,,created_at
pricing,price,Price,9,9,100.00,A,should,,created_at
pricing,created_at,Created At,9,9,100.00,A,should,,created_at
pricing,updated_at,Updated At,7,9,77.78,B,should,Date/time semantics; check timezone and nullability.,created_at
pricing,deleted_at,Deleted At,0,9,0.00,F,shouldn't,,created_at
public_registration,id,Id,38777,38777,100.00,A,should,,created_at
public_registration,first_name,First Name,38640,38777,99.65,A,should,,created_at
public_registration,last_name,Last Name,38601,38777,99.55,A,should,,created_at
public_registration,full_address,Full Address,24430,38777,63.00,C,consider,,created_at
public_registration,email,Email,36045,38777,92.95,B,should,,created_at
public_registration,mobile_phone,Mobile Phone,38711,38777,99.83,A,should,,created_at
public_registration,mobile_prefix,Mobile Prefix,38514,38777,99.32,A,should,,created_at
public_registration,club_id,Club Id,24290,38777,62.64,A,should,,created_at
public_registration,approve_1,Approve 1,32,38777,0.08,F,shouldn't,,created_at
