show_id,arena_id,sagir_id,dog_name_he,dog_name_en,breed_code,breed_name_he,class_id,order_id
1560,2598,1025325,אריה,,1,"כלב רועים גרמני קצר שיער",411797,0
1560,2598,1026344,Voodo,,1,"כלב רועים גרמני קצר שיער",411797,0
1560,2598,1026346,Karma,,1,"כלב רועים גרמני קצר שיער",411797,0
1560,2598,1026333,Kalli,,1,"כלב רועים גרמני קצר שיער",411797,0
1560,2598,1020806,Martin,,1,"כלב רועים גרמני קצר שיער",411800,0
1560,2598,1017458,EROS,,1,"כלב רועים גרמני קצר שיער",411802,0
1560,2598,1016570,Lychee,,1,"כלב רועים גרמני קצר שיער",411803,0
1560,2598,1017462,ENDORRA,,1,"כלב רועים גרמני קצר שיער",411803,0
1560,2598,1004080,,LEO,1,"כלב רועים גרמני קצר שיער",411804,0
1560,2598,147597,הארלי,harley,1,"כלב רועים גרמני קצר שיער",411805,0
1560,2598,1019518,"BELL - בל",,1,"כלב רועים גרמני קצר שיער",411805,0
1560,2598,1017460,ERIKA,,1,"כלב רועים גרמני קצר שיער",411805,0
1560,2598,148231,"זואי עמליה","Zoe Amalia",1,"כלב רועים גרמני קצר שיער",411807,0
1560,2598,1000189,,"Honda V.D. Tempelhoeve",1,"כלב רועים גרמני קצר שיער",411807,0
1560,2598,1000956,,"Pedro Vom Team Panoniansee",1,"כלב רועים גרמני קצר שיער",411808,0
1560,2598,148977,,Charisma,1,"כלב רועים גרמני קצר שיער",411809,0
1560,2598,16900,,"Lakshmi No Bartas Krasta",1,"כלב רועים גרמני קצר שיער",411811,0
1560,2598,1024449,,"Budapest of Kutlaca Skylight",10,"כלב צאן אנגלי עתיק ",411816,0
1560,2598,146536,,"Billy Of Blue Sky",10,"כלב צאן אנגלי עתיק ",411825,0
1560,2598,1021978,"Latin Lover",,15,"קולי ארוך שיער ",411848,0
1560,2598,1021980,"Love Is In The Air",,15,"קולי ארוך שיער ",411849,0
1560,2598,139658,Chester,,15,"קולי ארוך שיער ",411852,0
1560,2598,1002664,PANDA,,15,"קולי ארוך שיער ",411853,0
1560,2598,151662,,"Dare To Dream",15,"קולי ארוך שיער ",411853,0
1560,2598,152905,"Denver Col'Sasson","Denver Col'Sasson",15,"קולי ארוך שיער ",411856,0
1560,2598,125770,,Kismet,15,"קולי ארוך שיער ",411859,0
1560,2598,1024637,,Julia,16,"כלב רועים שטלנדי ",411865,0
1560,2598,1025519,,"jelly bean",16,"כלב רועים שטלנדי ",411865,0
1560,2598,1017670,"פלוקי floki",,16,"כלב רועים שטלנדי ",411872,0
1560,2598,150590,איווה,Iva,16,"כלב רועים שטלנדי ",411873,0
1560,2598,1024682,,"Amansi Denver",20,"וולש קורגי פמברוק ",411928,0
1560,2598,1026379,,"Ak-Magash Violet",20,"וולש קורגי פמברוק ",411929,0
1560,2598,1021397,,"Zelenaya Dolina Vesemir From Kaer Morhen (N/B)",20,"וולש קורגי פמברוק ",411930,0
1560,2598,1020562,,"Mateo De Alicante",20,"וולש קורגי פמברוק ",411930,0
1560,2598,1021806,,"Dev Dogs Elven Princess Zelda",20,"וולש קורגי פמברוק ",411931,0
1560,2598,1001078,,"Saymaa Kler Van-Gog",20,"וולש קורגי פמברוק ",411932,0
1560,2598,1006904,Legoshi,,20,"וולש קורגי פמברוק ",411932,0
1560,2598,1016242,,"Corgi Red Hill Cedric",20,"וולש קורגי פמברוק ",411932,0
1560,2598,1006907,"Wendy Amor",,20,"וולש קורגי פמברוק ",411933,0
1560,2598,143534,,Mosho-NB,20,"וולש קורגי פמברוק ",411933,0
1560,2598,1000365,,"Mistycor Reve Royal De Kaileen",20,"וולש קורגי פמברוק ",411933,0
1560,2598,1000167,,"Dorogoe Udovolstvie Uncle Sam",20,"וולש קורגי פמברוק ",411936,0
1560,2598,1019279,,"Viva Stich Life N/B",20,"וולש קורגי פמברוק ",411936,0
1560,2598,148563,"Elizabeth Eevee","Elizabeth Eevee",20,"וולש קורגי פמברוק ",411937,0
1560,2598,1005059,,"Vlaterfolg Kvanta Da Vida N/B",20,"וולש קורגי פמברוק ",411937,0
1560,2598,148212,Enigma,Enigma,20,"וולש קורגי פמברוק ",411937,0
1560,2598,16199,,"Ingermanlandija Gran Pri",20,"וולש קורגי פמברוק ",411938,0
1560,2598,1023739,,"Fly Even Higher By Ahmed Boziev",27,"סקיפרקה ",411948,0
1560,2598,148106,,"Good Game Boy",27,"סקיפרקה ",411952,0
1560,2598,1001062,,"T Golda Maeyer By Ahmed Boziev (N/B)",27,"סקיפרקה ",411953,0
1560,2598,1022439,,"Amaretto Magic King",99,"וולש קורגי קרדיגן",411994,0
1560,2598,1020792,Lucia,,99,"וולש קורגי קרדיגן",411995,0
1560,2598,18320,,"Ingermanlandija Brabus Yaffagate",99,"וולש קורגי קרדיגן",412000,0
1560,2598,18573,,"Luxberry Celebrity In Black",99,"וולש קורגי קרדיגן",412001,0
1560,2598,1027316,,"Ursa Major Dilorini",100,"בריארד ",412005,0
1560,2598,1025848,AMOR,,100,"בריארד ",412007,0
1560,2598,1004757,,"Obelix Dore De La Claire Noir",100,"בריארד ",412016,0
1560,2598,18920,,"Uriel Laur Heaven Devil",100,"בריארד ",412016,0
1560,2598,1005466,"Have A Nice Day",,101,"כלב רועים בלגי-גרוננדל ",412028,0
1560,2598,1004508,"Glittered Isabella",,101,"כלב רועים בלגי-גרוננדל ",412029,0
1560,2598,1026377,"Be the light lenor",,121,"בורדר קולי",412085,0
1560,2598,1023798,"צ'ופי Chupi",,121,"בורדר קולי",412088,0
1560,2598,1025817,Flash,,121,"בורדר קולי",412088,0
1560,2598,1024539,Chess,,121,"בורדר קולי",412088,0
1560,2598,1026634,פאזל,,121,"בורדר קולי",412089,0
1560,2598,1023799,"קסם Kesem",,121,"בורדר קולי",412089,0
1560,2598,1021283,טאקי,Taki,121,"בורדר קולי",412089,0
1560,2598,1018848,"Nights of Wonder",,121,"בורדר קולי",412091,0
1560,2598,1021388,,"New Dream's Border Pensiero Stupendo",121,"בורדר קולי",412092,0
1560,2598,1025316,,"Wild Storm Malibu",121,"בורדר קולי",412092,0
1560,2598,1020054,,"Britain Border Heart N Soul",121,"בורדר קולי",412092,0
1560,2598,148582,"A Spoon Full of Sugar","A Spoon Full of sugar",121,"בורדר קולי",412093,0
1560,2598,151399,דומינו,DOMINO,121,"בורדר קולי",412093,0
1560,2598,1016468,שרי,,121,"בורדר קולי",412093,0
1560,2598,1016467,לוסה,,121,"בורדר קולי",412093,0
1560,2598,153165,"קלואי ","KOLUI ",121,"בורדר קולי",412093,0
1560,2598,1000100,,"Welcome Chief Of Majlia",121,"בורדר קולי",412096,0
1560,2598,1016642,,"Sashdan Red Hot Lova",121,"בורדר קולי",412096,0
1560,2598,1005367,,"Vital Pet Delia Bright Star",121,"בורדר קולי",412097,0
1560,2598,150766,"How Deep Is Your Love",,121,"בורדר קולי",412097,0
1560,2598,1024720,סקאזי,,126,"כלב רועים בלגי-מלינוואה",412104,0
1560,2598,143602,,Mitchel,126,"כלב רועים בלגי-מלינוואה",412112,0
1560,2598,1001841,Sonic,,126,"כלב רועים בלגי-מלינוואה",412112,0
1560,2598,144607,Bentley,Bentley,128,"בירדד קולי",412128,0
1560,2598,1026318,,"Bright Way Joker Joni II",153,"כלב זאב צ'כי ",412150,0
1560,2598,1018995,נלה,Nala,153,"כלב זאב צ'כי ",412155,0
1560,2598,1025490,,"Be Careful Stormy Bellis",158,"כלב רועים אוסטרלי ",412168,0
1560,2598,1022230,"Bring Home the Trophy",,158,"כלב רועים אוסטרלי ",412168,0
1560,2598,1022341,"The story of Geisha - Sagwa",,158,"כלב רועים אוסטרלי ",412169,0
1560,2598,1021875,,"Beautiful Life Syzigia",158,"כלב רועים אוסטרלי ",412169,0
1560,2598,19692,,"Nebesniy Aljans Cream Of The Crop",158,"כלב רועים אוסטרלי ",412172,0
1560,2598,1005867,"Jail House Rock",,158,"כלב רועים אוסטרלי ",412172,0
1560,2598,1000218,,"Miracle Kascaro",158,"כלב רועים אוסטרלי ",412172,0
