show_id,registration_id,payments_count,total_amount
1378,17737,1,175
1378,17744,1,460
1378,17745,1,460
1378,17746,1,460
1378,17749,1,175
1378,17755,1,330
1378,17756,1,330
1378,17762,1,175
1378,17774,1,460
1378,17775,1,460
1378,17776,1,460
1378,17781,1,175
1378,17785,1,175
1378,17793,1,330
1378,17794,1,330
1378,17797,1,175
1378,17802,1,175
1378,17805,1,175
1378,17810,1,175
1378,17814,1,175
1378,17818,1,175
1378,17821,1,330
1378,17822,1,330
1378,17826,1,330
1378,17827,1,330
1378,17847,1,175
1378,17850,1,175
1378,17852,1,175
1378,17860,1,175
1378,17865,1,175
1378,17869,1,175
1378,17872,1,120
1378,17877,1,175
1378,17884,1,330
1378,17885,1,330
1378,17889,1,175
1378,17895,1,175
1378,17901,1,175
1378,17910,1,175
1378,17924,1,175
1378,17926,1,175
1378,17929,1,155
1378,17933,1,175
1378,17937,1,175
1378,17938,1,175
1378,17947,1,175
1378,17955,1,175
1378,17956,1,155
1378,17957,1,175
1378,17958,1,175
1378,17959,1,175
1378,17970,1,920
1378,17971,1,920
1378,17972,1,920
1378,17973,1,920
1378,17974,1,920
1378,17975,1,920
1378,17988,1,175
1378,17990,1,175
1378,17993,1,175
1378,18007,1,460
1378,18008,1,460
1378,18009,1,460
1378,18014,1,175
1378,18020,1,175
1378,18023,1,175
1378,18029,1,330
1378,18030,1,330
1378,18032,1,175
1378,18049,1,175
1378,18052,1,175
1378,18054,1,175
1378,18058,1,175
1378,18067,1,855
1378,18068,1,855
1378,18069,1,855
1378,18070,1,855
1378,18071,1,155
1378,18087,1,330
1378,18088,1,330
1378,18091,1,175
1378,18100,1,175
1378,18101,1,330
1378,18102,1,330
1378,18106,1,175
1378,18115,1,175
1378,18120,1,450
1378,18121,1,450
1378,18122,1,450
1378,18126,1,130
1378,18130,1,175
1378,18132,1,120
1378,18135,1,330
1378,18136,1,330
1378,18139,1,130
1378,18141,1,175
1378,18145,1,175
1378,18151,1,175
1378,18154,1,460
1378,18155,1,460
1378,18156,1,460
1378,18162,1,175
1378,18163,1,155
1378,18166,1,120
1378,18169,1,175
1378,18171,1,175
1378,18173,1,175
1378,18185,1,175
1378,18186,1,175
1378,18188,1,175
1378,18191,1,175
1378,18194,1,175
1378,18195,1,175
1378,18198,1,120
1378,18204,1,330
1378,18205,1,330
1378,18208,1,120
1378,18210,1,120
1378,18212,1,120
1378,18213,1,330
1378,18214,1,330
1378,18221,1,175
1378,18224,1,175
1378,18231,1,175
1378,18233,1,510
1378,18234,1,510
1378,18235,1,510
1378,18236,1,510
1378,18248,1,175
1378,18250,1,590
1378,18251,1,590
1378,18252,1,590
1378,18253,1,590
1378,18255,1,175
1378,18259,1,175
1378,18276,1,175
1378,18281,1,175
1378,18286,1,175
1378,18287,1,175
1378,18290,1,175
1378,18291,1,175
1378,18293,1,175
1378,18299,1,175
1378,18302,1,175
1378,18306,1,175
1378,18309,1,175
1378,18310,1,120
1378,18312,1,175
1378,18330,1,175
1378,18341,1,390
1378,18342,1,390
1378,18343,1,390
1378,18353,1,695
1378,18354,1,695
1378,18355,1,695
1378,18356,1,695
1378,18357,1,695
1378,18366,1,635
1378,18367,1,635
1378,18368,1,635
1378,18369,1,635
1378,18388,1,175
1378,18392,1,175
1378,18394,1,175
1378,18396,1,175
1378,18397,1,635
1378,18398,1,635
1378,18399,1,635
1378,18400,1,635
1378,18409,1,175
1378,18416,1,175
1378,18418,1,330
1378,18419,1,330
1378,18426,1,175
1378,18428,1,175
1378,18429,1,175
1378,18435,1,175
1378,18437,1,175
1378,18439,1,175
1378,18440,1,120
1378,18447,1,330
1378,18448,1,330
1378,18452,1,120
1378,18456,1,175
1378,18465,1,175
1378,18469,1,175
1378,18470,1,175
1378,18472,1,330
1378,18473,1,330
1378,18475,1,175
1378,18479,1,155
1378,18481,1,120
1378,18494,1,805
1378,18495,1,805
1378,18496,1,805
1378,18497,1,805
1378,18498,1,805
1378,18499,1,805
1378,18504,1,175
1378,18506,1,685
1378,18507,1,685
1378,18508,1,685
1378,18509,1,685
1378,18510,1,685
1378,18534,1,565
1378,18535,1,565
1378,18536,1,565
1378,18537,1,565
1378,18541,1,175
1378,18548,1,175
1378,18551,1,175
1378,18552,1,175
1378,18555,1,800
1378,18556,1,800
1378,18557,1,800
1378,18558,1,800
1378,18559,1,800
1378,18561,1,175
1378,18565,1,175
1378,18574,1,155
1378,18581,1,330
1378,18582,1,330
1378,18585,1,175
1378,18587,1,175
1378,18590,1,175
1378,18595,1,330
1378,18596,1,330
1378,18603,1,120
1378,18604,1,740
1378,18605,1,740
1378,18606,1,740
1378,18607,1,740
1378,18608,1,740
1378,18610,1,175
1378,18614,1,330
1378,18615,1,330
1378,18624,1,935
1378,18625,1,935
1378,18626,1,935
1378,18627,1,935
1378,18628,1,935
1378,18629,1,935
1378,18630,1,935
1378,18631,1,935
1378,18644,1,175
1378,18645,1,805
1378,18646,1,805
1378,18647,1,805
1378,18648,1,805
1378,18649,1,805
1378,18675,1,175
1378,18677,1,790
1378,18678,1,790
1378,18679,1,790
1378,18680,1,790
1378,18681,1,120
1378,18682,1,130
1378,18688,1,175
1378,18689,1,120
1378,18696,1,175
1378,18697,1,175
1378,18698,1,175
1378,18700,1,175
1378,18703,1,175
1378,18704,1,155
1378,18705,1,130
1378,18717,1,175
1378,18730,1,645
1378,18731,1,645
1378,18732,1,645
1378,18733,1,645
1378,18734,1,645
1378,18735,1,175
1378,18736,1,330
1378,18737,1,330
1378,18744,1,330
1378,18746,1,330
1378,18747,1,175
1378,18756,1,175
1378,18757,1,175
1378,18760,1,175
1378,18775,1,175
1378,18778,1,175
1378,18783,1,585
1378,18784,1,585
1378,18785,1,585
1378,18786,1,585
1378,18791,1,175
1378,18797,1,175
1378,18799,1,175
1378,18802,1,175
1378,18803,1,330
1378,18804,1,330
1378,18808,1,380
1378,18809,1,380
1378,18812,1,315
1378,18813,1,315
1378,18814,1,315
1378,18818,1,175
1378,18820,1,175
1378,18821,1,330
1378,18822,1,330
1378,18833,1,175
1378,18837,1,175
1378,18839,1,330
1378,18840,1,175
1378,18842,1,330
1378,18844,1,175
1378,18846,1,175
1378,18852,1,175
1378,18853,1,175
1378,18855,1,175
1378,18856,1,155
1378,18858,1,175
1378,18862,1,450
1378,18863,1,450
1378,18864,1,450
1378,18876,1,330
1378,18877,1,330
1378,18878,1,565
1378,18879,1,565
1378,18880,1,565
1378,18881,1,565
1378,18892,1,175
1378,18897,1,120
1378,18907,1,1510
1378,18908,1,1510
1378,18909,1,1510
1378,18910,1,1510
1378,18911,1,1510
1378,18912,1,1510
1378,18915,1,120
1378,18916,1,120
1378,18926,1,1255
1378,18927,1,1255
1378,18928,1,1255
1378,18929,1,1255
1378,18930,1,1255
1378,18931,1,1255
1378,18932,1,1255
1378,18933,1,1255
1378,18934,1,155
1378,18949,1,175
1378,18952,1,175
1378,18960,1,175
1378,18967,1,175
1378,18970,1,175
1378,18972,1,155
1378,18973,1,175
1378,18977,1,175
1378,18981,1,330
1378,18982,1,330
1378,18984,1,155
1378,18985,1,175
1378,18992,1,175
1378,18994,1,155
1378,19000,1,195
1378,19008,1,370
1378,19009,1,370
1378,19030,1,140
1378,19031,1,195
1378,19034,1,195
1378,19038,1,370
1378,19039,1,370
1378,19049,1,195
1378,19053,1,195
1378,19058,1,150
1378,19061,1,195
1378,19064,1,195
1378,19065,1,195
1378,19067,1,195
1378,19069,1,390
1378,19073,1,895
1378,19074,1,895
1378,19075,1,895
1378,19076,1,895
1378,19077,1,895
1378,19078,1,895
1378,19099,1,140
1378,19118,1,195
1378,19127,1,420
1378,19128,1,420
1378,19135,1,370
1378,19136,1,370
1378,19139,1,195
1378,19142,1,335
1378,19143,1,335
1378,19147,1,195
1378,19154,1,195
1378,19155,1,280
1378,19156,1,280
1378,19160,1,140
1378,19164,1,195
1378,19173,1,195
1378,19180,1,370
1378,19181,1,370
1378,19183,1,390
1378,19186,1,195
1378,19202,1,195
1378,19208,1,195
1378,19213,1,195
1378,19216,1,175
1378,19224,1,195
1378,19227,1,195
1378,19231,1,195
1378,19234,1,225
1378,19239,1,140
1378,19248,1,140
1378,19258,1,195
1378,19271,1,390
1378,19280,1,195
1378,19283,1,195
1378,19284,1,195
1378,19288,1,175
1378,19296,1,615
1378,19297,1,615
1378,19298,1,615
1378,19305,1,150
1378,19307,1,195
1378,19315,1,140
1378,19316,1,195
1378,19318,1,195
1378,19320,1,175
1378,19321,1,140
1378,19325,1,195
1378,19327,1,195
1378,19329,1,195
1378,19331,1,195
1378,19336,1,195
1378,19344,1,150
1378,19345,1,195
1378,19348,1,195
1378,19350,1,195
1378,19356,1,195
1378,19363,1,195
1378,19374,1,195
1378,19384,1,195
1378,19408,1,175
1378,19410,1,195
1378,19415,1,245
1378,19420,1,195
1378,19430,1,195
1378,19431,1,195
1378,19432,1,140
1378,19451,1,195
1378,19453,1,195
1378,19462,1,140
1378,19463,1,140
1378,19465,1,195
1378,19469,1,780
1378,19470,1,780
1378,19473,1,195
1378,19482,1,195
1378,19491,1,195
1378,19493,1,370
1378,19494,1,370
1378,19495,1,195
1378,19502,1,390
1378,19504,1,195
1378,19510,1,370
1378,19511,1,370
1378,19516,1,195
1378,19525,1,140
1378,19531,1,520
1378,19532,1,520
1378,19533,1,520
1378,19534,1,195
1378,19538,1,195
1378,19555,1,150
1378,19563,1,140
1378,19568,1,660
1378,19569,1,660
1378,19570,1,660
1378,19571,1,660
1378,19572,1,195
1378,19574,1,195
1378,19589,1,995
1378,19590,1,995
1378,19591,1,995
1378,19592,1,995
1378,19593,1,995
1378,19594,1,995
1378,19595,1,995
1378,19599,1,195
1378,19600,1,195
1378,19601,1,195
1378,19608,1,195
1378,19616,1,945
1378,19617,1,945
1378,19618,1,945
1378,19619,1,945
1378,19620,1,945
1378,19621,1,945
1378,19622,1,945
1378,19630,1,245
1378,19632,1,195
1378,19639,1,370
1378,19640,1,370
1378,19645,1,195
1378,19649,1,140
1378,19651,1,195
1378,19652,1,370
1378,19653,1,370
1378,19665,1,195
1378,19668,1,370
1378,19669,1,370
1378,19672,1,195
1378,19684,1,195
1378,19689,1,195
1378,19693,1,335
1378,19694,1,335
1378,19702,1,195
1378,19704,1,195
1378,19706,1,390
1378,19708,1,195
1378,19715,1,100
1378,19720,1,370
1378,19721,1,370
1378,19724,1,195
1378,19726,1,390
1378,19728,1,150
1378,19732,1,195
1378,19735,1,195
1378,19738,1,370
1378,19739,1,370
1378,19750,1,140
1378,19759,1,390
1378,19760,1,390
1378,19761,1,195
1378,19770,1,140
1378,19773,1,195
1378,19774,1,195
1378,19779,1,195
1378,19780,1,195
1378,19786,1,645
1378,19787,1,645
1378,19788,1,645
1378,19789,1,645
1378,19792,1,195
1378,19798,1,660
1378,19799,1,660
1378,19800,1,660
1378,19801,1,660
1378,19809,1,150
1378,19818,1,150
1378,19832,1,520
1378,19833,1,520
1378,19834,1,520
1378,19837,1,195
1378,19841,1,195
1378,19843,1,195
1378,19849,1,195
1378,19855,1,140
1378,19856,1,195
1378,19867,1,125
1378,19869,1,195
1378,19873,1,140
1378,19883,1,195
1378,19891,1,140
1378,19893,1,195
1378,19895,1,195
1378,19897,1,175
1378,19900,1,195
1378,19902,1,195
1378,19907,1,195
1378,19919,1,195
1378,19927,1,195
1378,19938,1,705
1378,19939,1,705
1378,19940,1,705
1378,19944,1,370
1378,19945,1,370
1378,19952,1,195
1378,19958,1,195
1378,19963,1,520
1378,19964,1,520
1378,19965,1,520
1378,19968,1,195
1378,19971,1,280
1378,19972,1,140
1378,19975,1,245
1378,19982,1,390
1378,19983,1,195
1378,19993,1,645
1378,19994,1,645
1378,19995,1,645
1378,19996,1,645
1378,20009,1,390
1378,20013,1,140
1378,20016,1,195
1378,20018,1,100
1378,20021,1,195
1378,20029,1,370
1378,20030,1,370
1378,20040,1,195
1378,20042,1,195
1378,20053,1,370
1378,20054,1,370
1378,20057,1,195
1378,20058,1,125
1378,20070,1,390
1378,20071,1,390
1378,20078,1,370
1378,20079,1,370
1378,20084,1,100
1378,20085,1,195
1378,20093,1,195
1378,20099,1,370
1378,20100,1,370
1378,20104,1,195
1378,20106,1,195
1378,20113,1,195
1378,20114,1,140
