show_id,arena_id,class_id,sagir_id,has_result,result_data_id
1526,2503,390555,1026344,0,0
1526,2503,390555,1026346,0,0
1526,2503,390557,1024947,0,0
1526,2503,390562,1017458,0,0
1526,2503,390562,1019469,0,0
1526,2503,390563,1017462,0,0
1526,2503,390564,149234,0,0
1526,2503,390564,1004080,0,0
1526,2503,390565,1001072,0,0
1526,2503,390565,1003052,0,0
1526,2503,390565,1017460,0,0
1526,2503,390565,1017787,0,0
1526,2503,390565,1019518,0,0
1526,2503,390565,1026316,0,0
1526,2503,390567,148231,0,0
1526,2503,390568,1000242,0,0
1526,2503,390569,148977,0,0
1526,2503,390576,1024449,1,60034
1526,2503,390579,1017878,1,60036
1526,2503,390585,146536,1,60038
1526,2503,390608,1021978,1,59544
1526,2503,390609,1021980,1,59598
1526,2503,390610,1016677,1,59546
1526,2503,390610,1019017,1,59553
1526,2503,390610,1019455,1,59542
1526,2503,390611,1019018,1,59603
1526,2503,390612,152905,1,59563
1526,2503,390612,1004007,1,59565
1526,2503,390612,1021368,1,59564
1526,2503,390613,18713,1,59608
1526,2503,390613,151663,1,59613
1526,2503,390613,1002664,1,59620
1526,2503,390616,18064,1,59580
1526,2503,390616,146563,1,59584
1526,2503,390619,125770,1,59626
1526,2503,390623,1025519,1,59804
1526,2503,390625,1024637,1,59828
1526,2503,390626,1017103,1,59814
1526,2503,390626,1017670,1,59817
1526,2503,390628,1004438,1,59820
1526,2503,390629,1016330,1,59838
1526,2503,390685,1025828,0,0
1526,2503,390688,1017954,0,0
1526,2503,390688,1021867,0,0
1526,2503,390689,1021806,0,0
1526,2503,390689,1022728,0,0
1526,2503,390689,1026379,0,0
1526,2503,390690,1009536,0,0
1526,2503,390690,1020562,0,0
1526,2503,390690,1021397,0,0
1526,2503,390692,143228,0,0
1526,2503,390692,1001078,0,0
1526,2503,390692,1016242,0,0
1526,2503,390692,1019279,0,0
1526,2503,390693,141594,0,0
1526,2503,390693,143534,0,0
1526,2503,390693,151567,0,0
1526,2503,390693,151726,0,0
1526,2503,390693,1000365,0,0
1526,2503,390693,1000642,0,0
1526,2503,390693,1016724,0,0
1526,2503,390696,19289,0,0
1526,2503,390696,1001513,0,0
1526,2503,390697,143422,0,0
1526,2503,390697,148563,0,0
1526,2503,390697,1005059,0,0
1526,2503,390698,16199,0,0
1526,2503,390705,1020729,0,0
1526,2503,390707,1020730,0,0
1526,2503,390708,1008795,0,0
1526,2503,390708,1023739,0,0
1526,2503,390709,1008796,0,0
1526,2503,390712,148106,0,0
1526,2503,390713,18310,0,0
1526,2503,390713,1001062,0,0
1526,2503,390753,1020792,0,0
1526,2503,390753,1025488,0,0
1526,2503,390754,1022439,0,0
1526,2503,390760,18320,0,0
1526,2503,390760,1000890,0,0
1526,2503,390761,18573,0,0
1526,2503,390764,1025843,0,0
1526,2503,390764,1025845,0,0
