show_id,arena_id,sagir_id,dog_name_he,dog_name_en,breed_code,breed_name_he,class_id,order_id
1378,2174,1019518,"BELL - בל",,1,"כלב רועים גרמני קצר שיער",309252,0
1378,2174,1017461,,EVA,1,"כלב רועים גרמני קצר שיער",309252,0
1378,2174,1017462,ENDORRA,,1,"כלב רועים גרמני קצר שיער",309252,0
1378,2174,1016570,Lychee,,1,"כלב רועים גרמני קצר שיער",309252,0
1378,2174,1017374,"Kevin קווין",,1,"כלב רועים גרמני קצר שיער",309253,0
1378,2174,1017375,קיילי,Kylle,1,"כלב רועים גרמני קצר שיער",309254,0
1378,2174,1004080,,LEO,1,"כלב רועים גרמני קצר שיער",309257,0
1378,2174,1001166,,"KICKERN VOM OSTERBERGER-LAND",1,"כלב רועים גרמני קצר שיער",309257,0
1378,2174,1001719,רוי,,1,"כלב רועים גרמני קצר שיער",309257,0
1378,2174,148461,"Brave ","Brave ",1,"כלב רועים גרמני קצר שיער",309258,0
1378,2174,138894,,Kay,1,"כלב רועים גרמני קצר שיער",309259,0
1378,2174,1001061,,"Klex Von Der Burg Reichenstein",1,"כלב רועים גרמני קצר שיער",309259,0
1378,2174,1000864,Cooper,,1,"כלב רועים גרמני קצר שיער",309259,0
1378,2174,1001157,,"WAIKIKI VOM SCHLOSS RUGLAND",1,"כלב רועים גרמני קצר שיער",309262,0
1378,2174,148977,,Charisma,1,"כלב רועים גרמני קצר שיער",309262,0
1378,2174,1021121,Sasha,,10,"כלב צאן אנגלי עתיק ",309270,0
1378,2174,146536,,"Billy Of Blue Sky",10,"כלב צאן אנגלי עתיק ",309278,0
1378,2174,1019017,"Look at Me",,15,"קולי ארוך שיער ",309301,0
1378,2174,1019018,Luminous,,15,"קולי ארוך שיער ",309302,0
1378,2174,1019265,"Alma Mater",,15,"קולי ארוך שיער ",309302,0
1378,2174,139468,,"Foxy Legend",15,"קולי ארוך שיער ",309306,0
1378,2174,131260,,"Rising Sun Des Collines D'amos",15,"קולי ארוך שיער ",309306,0
1378,2174,136499,,"Fansy Moon",15,"קולי ארוך שיער ",309309,0
1378,2174,145761,,"Keeper Of Tradition",15,"קולי ארוך שיער ",309309,0
1378,2174,118376,,Topaz,15,"קולי ארוך שיער ",309312,0
1378,2174,1016330,"Midnight Beuty",,16,"כלב רועים שטלנדי ",309318,0
1378,2174,153334,Wallflower,Wallflower,16,"כלב רועים שטלנדי ",309322,0
1378,2174,148185,סטארק,STARK,16,"כלב רועים שטלנדי ",309325,0
1378,2174,151065,ביצ'ו,BIJOU,16,"כלב רועים שטלנדי ",309326,0
1378,2174,144596,פאלברה,Palavra,16,"כלב רועים שטלנדי ",309326,0
1378,2174,17407,,"Valerina Ross Florenca",16,"כלב רועים שטלנדי ",309326,0
1378,2174,1016242,,"Corgi Red Hill Cedric",20,"וולש קורגי פמברוק ",309381,0
1378,2174,1009536,"Andantino Con Espressione",,20,"וולש קורגי פמברוק ",309381,0
1378,2174,1021397,,"Zelenaya Dolina Vesemir From Kaer Morhen (N/B)",20,"וולש קורגי פמברוק ",309381,0
1378,2174,1017331,"Coco Vestidito Negro  N/B",,20,"וולש קורגי פמברוק ",309382,0
1378,2174,1005059,,"Vlaterfolg Kvanta Da Vida N/B",20,"וולש קורגי פמברוק ",309384,0
1378,2174,1001513,,"Dexter  von Weibrusslandkirschental N/B",20,"וולש קורגי פמברוק ",309385,0
1378,2174,145404,,"Antonio del mar NB",20,"וולש קורגי פמברוק ",309385,0
1378,2174,151567,דולסינאיה,dulsinea,20,"וולש קורגי פמברוק ",309386,0
1378,2174,19683,,"Indiana Jones z Piashchotnai Zorki",20,"וולש קורגי פמברוק ",309389,0
1378,2174,19289,,"Laif Spring Virdzhil Eib N/B",20,"וולש קורגי פמברוק ",309389,0
1378,2174,1000167,,"Dorogoe Udovolstvie Uncle Sam",20,"וולש קורגי פמברוק ",309389,0
