show_id,arena_id,judges_count,breeds_count,dogs_count
1526,2503,1,12,163
1526,2504,2,12,95
1526,2505,1,9,99
1526,2506,1,15,75
1526,2508,1,16,83
1526,2509,1,11,39
1526,2510,1,17,32
1526,2511,1,11,93
1526,2512,1,9,204
1526,2513,1,13,43
1526,2553,1,108,0
1526,2566,2,18,1
