show_id,arena_id,judges_count,breeds_count,dogs_count
1378,2174,2,21,102
1378,2175,1,10,109
1378,2176,1,17,78
1378,2177,1,17,91
1378,2178,2,17,33
1378,2179,1,17,87
1378,2180,2,13,35
1378,2181,1,99,32
1378,2182,2,9,64
1378,2183,1,13,197
1378,2184,2,10,29
