show_id,arena_id,class_id,sagir_id,has_result,result_data_id
1526,2512,393759,1026149,1,59831
1526,2512,393759,1026150,1,59836
1526,2512,393759,1026150,1,59837
1526,2512,393762,1023852,1,59840
1526,2512,393763,1024117,1,59843
1526,2512,393765,1017234,1,59852
1526,2512,393765,1024118,1,59846
1526,2512,393767,1016532,1,59855
1526,2512,393777,1025960,1,59670
1526,2512,393778,1020939,1,59679
1526,2512,393778,1021362,1,59689
1526,2512,393778,1021362,1,59690
1526,2512,393779,1020938,1,59723
1526,2512,393779,1022296,1,59727
1526,2512,393781,1026191,1,59735
1526,2512,393782,1006796,1,59699
1526,2512,393782,1006796,1,59700
1526,2512,393782,1017661,1,59696
1526,2512,393783,1017785,1,59739
1526,2512,393786,146389,1,59709
1526,2512,393786,151286,1,59717
1526,2512,393786,151286,1,59716
1526,2512,393787,147103,1,59743
1526,2512,393796,1017179,0,0
1526,2512,393797,1017181,0,0
1526,2512,393797,1017182,0,0
1526,2512,393818,1003999,0,0
1526,2512,393826,1025648,0,0
1526,2512,393828,1017683,0,0
1526,2512,393834,1020856,0,0
1526,2512,393835,143424,0,0
1526,2512,393841,1023355,0,0
1526,2512,393842,1022161,0,0
1526,2512,393842,1023308,0,0
1526,2512,393843,1022471,0,0
1526,2512,393844,1016567,0,0
1526,2512,393844,1019505,0,0
1526,2512,393845,1016572,0,0
1526,2512,393847,19245,0,0
1526,2512,393847,152662,0,0
1526,2512,393847,1000916,0,0
1526,2512,393847,1019504,0,0
1526,2512,393859,1026183,1,59782
1526,2512,393860,1006460,1,59758
1526,2512,393860,1006460,1,59759
1526,2512,393861,1021206,1,59786
1526,2512,393862,1001080,1,59769
1526,2512,393862,1016591,1,59762
1526,2512,393863,1024002,1,59788
1526,2512,393866,1016749,1,59772
1526,2512,393867,1004249,1,59792
1526,2512,393872,1024698,1,59541
1526,2512,393875,1020133,1,59595
1526,2512,393875,1020134,1,59602
1526,2512,393875,1020386,1,59607
1526,2512,393875,1020780,1,59611
1526,2512,393875,1021319,1,59592
1526,2512,393875,1021591,1,59588
1526,2512,393875,1021656,1,59621
1526,2512,393875,1021977,1,59614
1526,2512,393876,1016382,1,59547
1526,2512,393876,1016967,1,59561
1526,2512,393876,1020126,1,59568
1526,2512,393876,1021249,1,59556
1526,2512,393877,1016386,1,59630
1526,2512,393877,1016966,1,59633
1526,2512,393879,1007224,1,59641
1526,2512,393882,1002141,1,59578
1526,2512,393883,139766,1,59645
1526,2512,393883,139766,1,59646
1526,2512,393883,153299,1,59650
1526,2512,393883,1004305,1,59654
1526,2512,393883,1004305,1,59655
1526,2512,393888,1024233,1,59816
1526,2512,393895,19281,1,59819
1526,2512,393899,1016533,1,59823
1526,2512,393909,1017702,1,59799
1526,2512,393909,1017702,1,59800
1526,2512,393914,1002822,1,59797
1526,2512,393923,1018812,0,0
1526,2512,393923,1022274,0,0
1526,2512,393925,1016691,0,0
1526,2512,393925,1022927,0,0
1526,2512,393926,1003687,0,0
1526,2512,393927,1020831,0,0
1526,2512,393930,147066,0,0
1526,2512,393930,1000241,0,0
1526,2512,393941,1017114,0,0
1526,2512,393946,1016636,0,0
1526,2512,393953,1025399,1,59957
1526,2512,393953,1025399,1,59956
1526,2512,393954,1025066,1,59965
1526,2512,393956,1022948,1,59968
1526,2512,393957,1020837,1,59974
1526,2512,393963,1000273,1,59980
1526,2512,393968,1026006,1,59991
1526,2512,393970,1019403,1,59993
1526,2512,393970,1021789,1,59994
1526,2512,393971,1021183,1,60020
1526,2512,393971,1022692,1,60021
1526,2512,393971,1022839,1,60025
1526,2512,393972,1011817,1,59998
1526,2512,393972,1017708,1,59996
1526,2512,393973,1017605,1,60029
1526,2512,393974,1005065,1,60000
1526,2512,393978,141333,1,60001
1526,2512,393978,151652,1,60005
1526,2512,393978,152926,1,60007
1526,2512,393978,152926,1,60008
1526,2512,393978,1004834,1,60009
1526,2512,393979,146358,1,60033
1526,2512,393980,16592,1,60016
1526,2512,393984,1023665,0,0
1526,2512,393986,1021470,0,0
1526,2512,393987,1021472,0,0
1526,2512,393988,1021995,0,0
1526,2512,393989,1007193,0,0
1526,2512,393989,1019600,0,0
1526,2512,393991,151551,0,0
1526,2512,393991,1006484,0,0
1526,2512,393991,1011791,0,0
1526,2512,393994,1000743,0,0
1526,2512,393995,1000226,0,0
1526,2512,394035,1021727,0,0
1526,2512,394043,1003996,0,0
1526,2512,394047,1025710,0,0
1526,2512,394053,1016374,0,0
1526,2512,394063,1024908,0,0
1526,2512,394066,1019743,0,0
1526,2512,394067,1022121,0,0
1526,2512,394067,1023804,0,0
1526,2512,394069,1006542,0,0
1526,2512,394070,1017753,0,0
1526,2512,394071,1000746,0,0
1526,2512,394074,1000748,0,0
1526,2512,394078,1024724,1,59858
1526,2512,394080,1024889,1,59861
1526,2512,394081,1024887,1,59868
1526,2512,394081,1024890,1,59867
1526,2512,394081,1026380,1,59865
1526,2512,394082,1024169,1,59872
1526,2512,394083,1018103,1,59904
1526,2512,394083,1022379,1,59906
1526,2512,394083,1023170,1,59912
1526,2512,394083,1023298,1,59916
1526,2512,394083,1023298,1,59917
1526,2512,394083,1023298,1,59918
1526,2512,394083,1023298,1,59919
1526,2512,394084,1016305,1,59877
1526,2512,394084,1019408,1,59885
1526,2512,394084,1020830,1,59882
1526,2512,394085,1012383,1,59928
1526,2512,394087,150925,1,59929
1526,2512,394087,1002194,1,59934
1526,2512,394087,1002194,1,59935
1526,2512,394090,19308,1,59889
1526,2512,394090,1017309,1,59893
1526,2512,394091,143222,1,59936
1526,2512,394091,150924,1,59942
1526,2512,394091,1017310,1,59940
1526,2512,394092,16405,1,59897
1526,2512,394096,1025376,0,0
1526,2512,394096,1025378,0,0
1526,2512,394103,1015397,0,0
1526,2512,394107,1001031,0,0
1526,2512,394107,1001137,0,0
1526,2512,394108,16121,0,0
1526,2512,394115,1024432,0,0
1526,2512,394118,1000231,0,0
1526,2512,394131,1018804,0,0
1526,2512,394131,1021895,0,0
1526,2512,394131,1022157,0,0
1526,2512,394133,1008950,0,0
1526,2512,394133,1017582,0,0
1526,2512,394134,1015578,0,0
1526,2512,394139,19185,0,0
1526,2512,394139,151087,0,0
1526,2512,394139,385438,0,0
1526,2512,394148,1017286,0,0
1526,2512,394202,1000278,0,0
1526,2512,394203,1016717,0,0
1526,2512,394206,1024937,0,0
1526,2512,394206,1024938,0,0
1526,2512,394207,1024940,0,0
1526,2512,394207,1024941,0,0
1526,2512,394210,1024782,0,0
1526,2512,394211,1024592,0,0
1526,2512,394218,1007223,0,0
1526,2512,394219,19280,0,0
1526,2512,394224,1025439,0,0
1526,2512,394226,1021287,0,0
1526,2512,394229,1017662,0,0
1526,2512,394229,1019032,0,0
1526,2512,394229,1019574,0,0
1526,2512,394230,1018898,0,0
1526,2512,394234,150811,0,0
1526,2512,394235,150810,0,0
1526,2512,394241,1025248,0,0
1526,2512,394243,1020389,0,0
1526,2512,394245,1020388,0,0
1526,2512,394250,1005970,0,0
1526,2512,394254,1025122,0,0
1526,2512,394257,1025450,0,0
1526,2512,394260,1020838,0,0
1526,2512,394261,1021093,0,0
1526,2512,394262,1018870,0,0
1526,2512,394262,1021094,0,0
1526,2512,394263,1006573,0,0
1526,2512,394266,1003180,0,0
1526,2512,394267,1018797,0,0
1526,2512,394307,1023736,0,0
1526,2512,394310,1010749,0,0
1526,2512,394311,1006660,0,0
1526,2512,394314,1016241,0,0
1526,2512,394322,1025491,0,0
1526,2512,394324,1020759,0,0
1526,2512,394326,1021464,0,0
1526,2512,394327,1002854,0,0
