show_id,registration_id,payments_count,total_amount
1560,26666,1,180
1560,26667,1,125
1560,26668,1,125
1560,26669,1,180
1560,26670,1,340
1560,26671,1,340
1560,26678,1,180
1560,26680,1,180
1560,26681,1,180
1560,26682,1,180
1560,26684,1,360
1560,26685,1,180
1560,26686,1,180
1560,26687,1,180
1560,26688,1,180
1560,26690,1,180
1560,26692,1,180
1560,26694,1,475
1560,26695,1,475
1560,26696,1,475
1560,26697,1,340
1560,26698,1,340
1560,26700,1,340
1560,26701,1,340
1560,26702,1,835
1560,26703,1,835
1560,26704,1,835
1560,26705,1,835
1560,26706,1,835
1560,26707,1,835
1560,26708,1,600
1560,26709,1,600
1560,26710,1,600
1560,26711,1,600
1560,26712,1,340
1560,26713,1,340
1560,26714,1,340
1560,26715,1,340
1560,26716,1,465
1560,26717,1,180
1560,26718,1,465
1560,26719,1,465
1560,26720,1,180
1560,26721,1,340
1560,26722,1,340
1560,26723,1,180
1560,26724,1,180
1560,26725,1,125
1560,26727,1,180
1560,26728,1,180
1560,26729,1,180
1560,26730,1,340
1560,26731,1,340
1560,26732,1,340
1560,26733,1,340
1560,26734,1,180
1560,26735,1,180
1560,26736,1,180
1560,26737,1,180
1560,26738,1,670
1560,26739,1,670
1560,26740,1,670
1560,26741,1,670
1560,26742,1,670
1560,26743,1,180
1560,26744,1,85
1560,26745,1,585
1560,26746,1,585
1560,26747,1,585
1560,26748,1,585
1560,26749,1,180
1560,26750,1,180
1560,26752,1,180
1560,26753,1,340
1560,26754,1,340
1560,26755,1,180
1560,26756,1,160
1560,26757,1,180
1560,26759,1,465
1560,26760,1,465
1560,26761,1,465
1560,26762,1,180
1560,26763,1,180
1560,26765,1,305
1560,26766,1,305
1560,26767,1,180
1560,26768,1,125
1560,26769,1,180
1560,26770,1,340
1560,26771,1,340
1560,26772,1,340
1560,26773,1,340
1560,26774,1,475
1560,26775,1,475
1560,26776,1,475
1560,26777,1,475
1560,26778,1,475
1560,26779,1,475
1560,26780,1,350
1560,26781,1,350
1560,26782,1,350
1560,26783,1,180
1560,26784,1,180
1560,26785,1,340
1560,26786,1,340
1560,26787,1,340
1560,26788,1,340
1560,26789,1,305
1560,26790,1,305
1560,26791,1,360
1560,26792,1,340
1560,26793,1,340
1560,26794,1,180
1560,26795,1,180
1560,26796,1,340
1560,26797,1,340
1560,26799,1,180
1560,26800,1,180
1560,26801,1,340
1560,26802,1,340
1560,26803,1,180
1560,26804,1,340
1560,26805,1,340
1560,26806,1,125
1560,26807,1,125
1560,26808,1,180
1560,26809,1,180
1560,26810,1,395
1560,26811,1,395
1560,26812,1,180
1560,26816,1,180
1560,26817,1,475
1560,26818,1,475
1560,26819,1,475
1560,26820,1,180
1560,26821,1,340
1560,26822,1,340
1560,26824,1,180
1560,26825,1,180
1560,26826,1,475
1560,26827,1,475
1560,26828,1,475
1560,26830,1,180
1560,26831,1,340
1560,26832,1,340
1560,26833,1,305
1560,26834,1,305
1560,26835,1,180
1560,26836,1,180
1560,26837,1,160
1560,26838,1,135
1560,26839,1,305
1560,26840,1,305
1560,26842,1,925
1560,26843,1,925
1560,26844,1,925
1560,26845,1,925
1560,26846,1,925
1560,26847,1,925
1560,26848,1,925
1560,26849,1,925
1560,26850,1,405
1560,26851,1,405
1560,26852,1,405
1560,26854,1,180
1560,26855,1,85
1560,26862,1,700
1560,26863,1,700
1560,26864,1,700
1560,26865,1,340
1560,26866,1,340
1560,26867,1,340
1560,26868,1,340
1560,26869,1,180
1560,26870,1,450
1560,26871,1,450
1560,26872,1,180
1560,26873,1,180
1560,26874,1,920
1560,26875,1,920
1560,26876,1,920
1560,26877,1,920
1560,26878,1,920
1560,26879,1,920
1560,26880,1,340
1560,26881,1,340
1560,26882,1,755
1560,26883,1,755
1560,26884,1,755
1560,26885,1,755
1560,26886,1,755
1560,26887,1,755
1560,26888,1,340
1560,26889,1,340
1560,26890,1,180
1560,26891,1,180
1560,26892,1,180
1560,26893,1,180
1560,26894,1,135
1560,26895,1,945
1560,26896,1,945
1560,26897,1,945
1560,26898,1,945
1560,26899,1,945
1560,26900,1,945
1560,26918,1,200
1560,26921,1,200
1560,26922,1,145
1560,26923,1,525
1560,26924,1,525
1560,26925,1,525
1560,26926,1,200
1560,26927,1,200
1560,26928,1,200
1560,26929,1,200
1560,26930,1,200
1560,26932,1,535
1560,26933,1,535
1560,26934,1,535
1560,26935,1,380
1560,26936,1,380
1560,26937,1,200
1560,26940,1,145
1560,26941,1,145
1560,26942,1,610
1560,26943,1,610
1560,26944,1,610
1560,26945,1,130
1560,26949,1,380
1560,26950,1,380
1560,26960,1,200
1560,26964,1,205
1560,26965,1,145
1560,26969,1,130
1560,26970,1,145
1560,26978,1,200
1560,26981,1,200
1560,26982,1,200
1560,26984,1,290
1560,26986,1,200
1560,26987,1,180
1560,26988,1,200
1560,27032,1,180
1560,27033,1,200
1560,27035,1,200
1560,27036,1,525
1560,27037,1,525
1560,27038,1,525
1560,27039,1,200
1560,27041,1,200
1560,27047,1,200
1560,27048,1,200
1560,27049,1,200
1560,27050,1,145
1560,27051,1,345
1560,27052,1,345
1560,27053,1,145
1560,27055,1,200
1560,27056,1,200
1560,27057,1,990
1560,27058,1,990
1560,27059,1,990
1560,27060,1,990
1560,27061,1,990
1560,27062,1,990
1560,27064,1,200
1560,27065,1,380
1560,27066,1,380
1560,27067,1,345
1560,27068,1,345
1560,27069,1,200
1560,27070,1,535
1560,27071,1,535
1560,27072,1,535
1560,27073,1,145
1560,27074,1,200
1560,27075,1,180
1560,27077,1,200
1560,27078,1,200
1560,27079,1,180
1560,27080,1,200
1560,27081,1,145
1560,27082,1,200
1560,27083,1,200
1560,27084,1,995
1560,27085,1,995
1560,27086,1,995
1560,27087,1,995
1560,27088,1,995
1560,27089,1,200
1560,27091,1,200
1560,27092,1,200
1560,27094,1,200
1560,27095,1,200
1560,27096,1,200
1560,27097,1,200
1560,27098,1,200
1560,27099,1,180
1560,27101,1,400
1560,27104,1,380
1560,27105,1,380
1560,27106,1,200
1560,27107,1,200
1560,27108,1,200
1560,27109,1,200
1560,27110,1,610
1560,27111,1,610
1560,27112,1,610
1560,27113,1,200
1560,27116,1,205
1560,27117,1,200
1560,27118,1,200
1560,27124,1,200
1560,27125,1,200
1560,27126,1,380
1560,27127,1,380
1560,27128,1,200
1560,27129,1,455
1560,27130,1,455
1560,27131,1,380
1560,27132,1,380
1560,27134,1,200
1560,27135,1,200
1560,27136,1,200
1560,27137,1,200
1560,27138,1,535
1560,27139,1,535
1560,27140,1,535
1560,27141,1,535
1560,27142,1,145
1560,27143,1,145
1560,27144,1,200
1560,27145,1,200
1560,27148,1,665
1560,27149,1,665
1560,27150,1,665
1560,27151,1,665
1560,27152,1,875
1560,27153,1,875
1560,27154,1,875
1560,27155,1,875
1560,27156,1,875
1560,27157,1,875
1560,27158,1,200
1560,27159,1,380
1560,27160,1,380
1560,27161,1,380
1560,27162,1,380
1560,27163,1,200
1560,27164,1,770
1560,27165,1,770
1560,27166,1,770
1560,27167,1,770
1560,27168,1,770
1560,27169,1,200
1560,27170,1,200
1560,27171,1,200
1560,27172,1,145
1560,27173,1,200
1560,27176,1,380
1560,27177,1,380
1560,27178,1,145
1560,27179,1,200
1560,27181,1,200
1560,27182,1,200
1560,27183,1,290
1560,27184,1,290
1560,27185,1,200
1560,27186,1,380
1560,27187,1,380
1560,27188,1,155
1560,27189,1,400
1560,27191,1,200
1560,27192,1,200
1560,27193,1,670
1560,27194,1,670
1560,27195,1,670
1560,27196,1,670
1560,27197,1,500
1560,27199,1,250
1560,27201,1,200
1560,27202,1,200
1560,27203,1,200
1560,27204,1,200
1560,27205,1,525
1560,27206,1,525
1560,27207,1,525
1560,27208,1,200
1560,27211,1,200
1560,27216,1,155
1560,27218,1,200
1560,27223,1,200
1560,27224,1,200
1560,27226,1,200
1560,27227,1,200
1560,27228,1,145
1560,27229,1,145
1560,27230,1,200
1560,27231,1,490
1560,27232,1,490
1560,27233,1,490
1560,27236,1,200
1560,27237,1,145
1560,27238,1,200
1560,27239,1,735
1560,27240,1,735
1560,27241,1,735
1560,27242,1,735
1560,27243,1,200
1560,27245,1,200
1560,27246,1,200
1560,27247,1,200
1560,27248,1,200
1560,27250,1,200
1560,27251,1,380
1560,27252,1,380
1560,27253,1,180
1560,27254,1,200
1560,27256,1,200
1560,27258,1,200
1560,27259,1,200
1560,27260,1,200
1560,27261,1,380
1560,27262,1,380
1560,27266,1,540
1560,27267,1,540
1560,27268,1,540
1560,27270,1,200
1560,27271,1,200
1560,27272,1,200
1560,27273,1,200
1560,27274,1,200
1560,27275,1,535
1560,27276,1,535
1560,27277,1,535
1560,27278,1,145
1560,27280,1,200
1560,27284,1,200
1560,27290,1,290
1560,27291,1,290
1560,27292,1,145
1560,27294,1,380
1560,27295,1,380
1560,27296,1,200
1560,27299,1,345
1560,27300,1,345
1560,27302,1,145
1560,27304,1,400
1560,27305,1,145
1560,27306,1,145
1560,27307,1,200
1560,27309,1,200
1560,27310,1,200
1560,27311,1,200
1560,27312,1,200
1560,27313,1,345
1560,27314,1,345
1560,27319,1,130
1560,27322,1,400
1560,27329,1,400
1560,27337,1,1200
1560,27338,1,1200
1560,27339,1,1200
1560,27341,1,400
1560,27343,1,400
1560,27346,1,200
1560,27348,1,145
