show_id,arena_id,class_id,sagir_id,has_result,result_data_id
1378,2183,312440,1018004,1,55263
1378,2183,312440,1018004,1,55264
1378,2183,312442,1016532,1,55273
1378,2183,312443,1018787,1,55229
1378,2183,312447,19110,1,55241
1378,2183,312447,1004756,1,55246
1378,2183,312448,150142,1,55276
1378,2183,312455,1005925,1,55283
1378,2183,312456,1017785,1,55333
1378,2183,312457,1006795,1,55289
1378,2183,312457,1006796,1,55295
1378,2183,312457,1006796,1,55296
1378,2183,312457,1006796,1,55297
1378,2183,312458,1002738,1,55338
1378,2183,312458,1006793,1,55348
1378,2183,312458,1006794,1,55344
1378,2183,312459,18129,1,55306
1378,2183,312459,146389,1,55307
1378,2183,312459,151286,1,55313
1378,2183,312459,152225,1,55318
1378,2183,312459,1002736,1,55322
1378,2183,312460,1000113,1,55352
1378,2183,312464,147103,1,55353
1378,2183,312464,147103,1,55354
1378,2183,312469,1020985,0,0
1378,2183,312471,1017178,0,0
1378,2183,312472,1017181,0,0
1378,2183,312472,1017182,0,0
1378,2183,312474,1006968,0,0
1378,2183,312475,146517,0,0
1378,2183,312479,18424,0,0
1378,2183,312479,19297,0,0
1378,2183,312480,152135,0,0
1378,2183,312481,15111,0,0
1378,2183,312482,15860,0,0
1378,2183,312491,1003999,0,0
1378,2183,312492,152453,0,0
1378,2183,312496,17560,0,0
1378,2183,312505,1020856,0,0
1378,2183,312508,148988,0,0
1378,2183,312508,1000979,0,0
1378,2183,312512,143424,0,0
1378,2183,312518,1019351,1,55403
1378,2183,312518,1019504,1,55411
1378,2183,312518,1019504,1,55412
1378,2183,312519,1008904,1,55420
1378,2183,312520,1008899,1,55436
1378,2183,312520,1017491,1,55433
1378,2183,312524,149005,1,55441
1378,2183,312524,149005,1,55442
1378,2183,312524,149005,1,55439
1378,2183,312524,149005,1,55440
1378,2183,312527,147386,1,55431
1378,2183,312535,1006460,1,55093
1378,2183,312535,1006460,1,55094
1378,2183,312535,1006460,1,55095
1378,2183,312536,1020056,1,55196
1378,2183,312537,1001080,1,55144
1378,2183,312537,1001080,1,55143
1378,2183,312538,1004249,1,55207
1378,2183,312538,1004249,1,55206
1378,2183,312539,1016591,1,55165
1378,2183,312539,1016591,1,55163
1378,2183,312539,1016591,1,55164
1378,2183,312539,1016749,1,55153
1378,2183,312540,131722,1,55224
1378,2183,312540,152260,1,55217
1378,2183,312543,18010,1,55181
1378,2183,312551,1016382,0,0
1378,2183,312551,1016967,0,0
1378,2183,312551,1019355,0,0
1378,2183,312551,1021249,0,0
1378,2183,312552,1016386,0,0
1378,2183,312552,1016966,0,0
1378,2183,312552,1019357,0,0
1378,2183,312553,1004308,0,0
1378,2183,312554,1004305,0,0
1378,2183,312554,1007224,0,0
1378,2183,312555,1002141,0,0
1378,2183,312556,152502,0,0
1378,2183,312556,153299,0,0
1378,2183,312559,145710,0,0
1378,2183,312559,150494,0,0
1378,2183,312560,138234,0,0
1378,2183,312560,139766,0,0
1378,2183,312560,142995,0,0
1378,2183,312561,15388,0,0
1378,2183,312568,1012394,0,0
1378,2183,312570,1016533,0,0
1378,2183,312571,1007030,0,0
1378,2183,312572,152792,0,0
1378,2183,312575,143549,0,0
1378,2183,312576,19153,0,0
1378,2183,312587,1002822,0,0
1378,2183,312588,152739,0,0
1378,2183,312599,1017227,0,0
1378,2183,312599,1017922,0,0
1378,2183,312600,1016691,0,0
1378,2183,312600,1020831,0,0
1378,2183,312601,1005270,0,0
1378,2183,312602,1001155,0,0
1378,2183,312602,1005031,0,0
1378,2183,312602,1016620,0,0
1378,2183,312603,1000241,0,0
1378,2183,312603,1001091,0,0
1378,2183,312603,1001793,0,0
1378,2183,312603,1003687,0,0
1378,2183,312607,144608,0,0
1378,2183,312607,147066,0,0
1378,2183,312608,134490,0,0
1378,2183,312615,1017111,1,55638
1378,2183,312615,1017111,1,55636
1378,2183,312615,1017111,1,55637
1378,2183,312616,1017114,1,55654
1378,2183,312616,1017114,1,55655
1378,2183,312618,1005081,1,55662
1378,2183,312619,1016636,1,55644
1378,2183,312632,1020837,0,0
1378,2183,312636,1003147,0,0
1378,2183,312640,1000273,0,0
1378,2183,312644,1021183,0,0
1378,2183,312645,1019403,0,0
1378,2183,312647,1011817,0,0
1378,2183,312647,1017708,0,0
1378,2183,312648,1017605,0,0
1378,2183,312649,1002717,0,0
1378,2183,312649,1004834,0,0
1378,2183,312650,1005371,0,0
1378,2183,312651,152926,0,0
1378,2183,312655,141333,0,0
1378,2183,312655,151652,0,0
1378,2183,312656,141330,0,0
1378,2183,312656,146358,0,0
1378,2183,312657,16592,0,0
1378,2183,312662,1019600,0,0
1378,2183,312664,1006484,0,0
1378,2183,312664,1007192,0,0
1378,2183,312664,1007193,0,0
1378,2183,312667,1000239,0,0
1378,2183,312667,1000743,0,0
1378,2183,312668,1000226,0,0
1378,2183,312671,1003968,0,0
1378,2183,312675,1020646,0,0
1378,2183,312679,1019607,0,0
1378,2183,312680,1006660,0,0
1378,2183,312680,1021028,0,0
1378,2183,312681,1016241,0,0
1378,2183,312682,1001512,0,0
1378,2183,312683,153303,0,0
1378,2183,312684,150589,0,0
1378,2183,312687,19300,0,0
1378,2183,312687,19701,0,0
1378,2183,312688,18578,0,0
1378,2183,312720,1003996,1,55551
1378,2183,312728,1016374,0,0
1378,2183,312728,1016376,0,0
1378,2183,312731,1001079,0,0
1378,2183,312732,150922,0,0
1378,2183,312735,150917,0,0
1378,2183,312735,1000140,0,0
1378,2183,312736,146817,0,0
1378,2183,312744,1006540,1,55604
1378,2183,312747,1000748,1,55600
1378,2183,312748,1000746,1,55615
1378,2183,312748,1003768,1,55626
1378,2183,312748,1003768,1,55627
1378,2183,312757,1019408,1,55673
1378,2183,312758,1019405,1,55685
1378,2183,312759,1016305,1,55691
1378,2183,312759,1020830,1,55698
1378,2183,312761,1017309,1,55702
1378,2183,312761,1017309,1,55703
1378,2183,312761,1017309,1,55704
1378,2183,312762,1002194,1,55764
1378,2183,312762,1002194,1,55762
1378,2183,312762,1002194,1,55763
1378,2183,312763,149062,1,55711
1378,2183,312763,149062,1,55712
1378,2183,312764,138390,1,55776
1378,2183,312764,145560,1,55782
1378,2183,312764,145560,1,55783
1378,2183,312764,1017310,1,55778
1378,2183,312764,1017310,1,55779
1378,2183,312767,19308,1,55731
1378,2183,312767,19308,1,55732
1378,2183,312767,19308,1,55733
1378,2183,312767,138389,1,55721
1378,2183,312767,145559,1,55738
1378,2183,312767,151844,1,55724
1378,2183,312768,143222,1,55798
1378,2183,312768,149065,1,55806
1378,2183,312768,149065,1,55805
1378,2183,312769,16405,1,55751
1378,2183,312769,16405,1,55752
1378,2183,312772,1020785,0,0
1378,2183,312778,1001031,0,0
1378,2183,312780,1001137,0,0
1378,2183,312783,145091,0,0
1378,2183,312783,151780,0,0
1378,2183,312784,151774,0,0
1378,2183,312800,1003758,0,0
1378,2183,312808,1008950,0,0
1378,2183,312808,1017582,0,0
1378,2183,312815,1001438,0,0
1378,2183,312816,19185,0,0
1378,2183,312816,151087,0,0
1378,2183,312872,1019319,1,55578
1378,2183,312874,1016717,1,55583
1378,2183,312879,1000278,1,55575
1378,2183,312880,1000208,1,55591
1378,2183,312895,1007223,1,55453
1378,2183,312895,1007223,1,55454
1378,2183,312896,1000194,1,55470
1378,2183,312896,1000194,1,55471
1378,2183,312896,1000194,1,55472
1378,2183,312904,1017662,1,55518
1378,2183,312904,1018901,1,55530
1378,2183,312904,1019032,1,55537
1378,2183,312904,1019032,1,55534
1378,2183,312904,1019032,1,55535
1378,2183,312904,1019032,1,55536
1378,2183,312905,1005445,1,55481
1378,2183,312911,150811,1,55503
1378,2183,312911,150811,1,55504
1378,2183,312911,150811,1,55505
1378,2183,312912,149671,1,55545
1378,2183,312921,1005970,1,55554
1378,2183,312924,1005677,1,55561
1378,2183,312934,1021347,0,0
