show_id,registration_id,payments_count,total_amount
1526,25245,1,175
1526,25246,1,330
1526,25247,1,330
1526,25248,1,460
1526,25249,1,460
1526,25250,1,460
1526,25251,1,175
1526,25253,1,155
1526,25254,1,330
1526,25255,1,330
1526,25256,1,175
1526,25263,1,175
1526,25264,1,175
1526,25268,1,460
1526,25269,1,460
1526,25270,1,460
1526,25271,1,175
1526,25272,1,685
1526,25273,1,685
1526,25274,1,685
1526,25275,1,685
1526,25276,1,685
1526,25277,1,565
1526,25278,1,565
1526,25279,1,565
1526,25280,1,565
1526,25281,1,175
1526,25282,1,155
1526,25283,1,645
1526,25284,1,645
1526,25285,1,645
1526,25286,1,645
1526,25287,1,645
1526,25288,1,565
1526,25289,1,565
1526,25290,1,565
1526,25291,1,565
1526,25292,1,80
1526,25293,1,450
1526,25294,1,450
1526,25295,1,450
1526,25296,1,175
1526,25297,1,1145
1526,25298,1,1145
1526,25299,1,1145
1526,25300,1,1145
1526,25301,1,1145
1526,25302,1,1145
1526,25303,1,210
1526,25304,1,210
1526,25305,1,175
1526,25306,1,120
1526,25307,1,80
1526,25309,1,175
1526,25310,1,175
1526,25311,1,175
1526,25312,1,175
1526,25314,1,175
1526,25317,1,175
1526,25318,1,175
1526,25319,1,80
1526,25320,1,175
1526,25321,1,175
1526,25322,1,330
1526,25323,1,330
1526,25325,1,330
1526,25326,1,175
1526,25327,1,330
1526,25329,1,175
1526,25330,1,350
1526,25331,1,175
1526,25332,1,175
1526,25333,1,175
1526,25341,1,945
1526,25342,1,945
1526,25343,1,945
1526,25344,1,945
1526,25345,1,945
1526,25346,1,945
1526,25347,1,945
1526,25348,1,295
1526,25349,1,295
1526,25350,1,175
1526,25351,1,460
1526,25352,1,460
1526,25353,1,460
1526,25354,1,175
1526,25356,1,295
1526,25357,1,295
1526,25358,1,175
1526,25364,1,655
1526,25365,1,655
1526,25366,1,655
1526,25367,1,655
1526,25368,1,655
1526,25369,1,380
1526,25370,1,380
1526,25372,1,330
1526,25373,1,330
1526,25374,1,350
1526,25376,1,415
1526,25377,1,415
1526,25378,1,415
1526,25379,1,175
1526,25380,1,330
1526,25381,1,330
1526,25382,1,175
1526,25383,1,235
1526,25384,1,235
1526,25385,1,175
1526,25386,1,295
1526,25387,1,295
1526,25388,1,175
1526,25389,1,120
1526,25390,1,685
1526,25391,1,685
1526,25392,1,685
1526,25393,1,685
1526,25394,1,685
1526,25395,1,510
1526,25396,1,510
1526,25397,1,510
1526,25401,1,380
1526,25402,1,380
1526,25403,1,120
1526,25404,1,215
1526,25405,1,215
1526,25406,1,215
1526,25408,1,215
1526,25409,1,215
1526,25410,1,215
1526,25412,1,430
1526,25413,1,215
1526,25414,1,215
1526,25415,1,215
1526,25417,1,335
1526,25418,1,335
1526,25420,1,430
1526,25421,1,430
1526,25423,1,195
1526,25426,1,215
1526,25427,1,215
1526,25428,1,410
1526,25429,1,410
1526,25430,1,215
1526,25431,1,215
1526,25433,1,120
1526,25438,1,215
1526,25441,1,410
1526,25442,1,410
1526,25443,1,215
1526,25445,1,215
1526,25452,1,120
1526,25453,1,195
1526,25454,1,240
1526,25456,1,240
1526,25458,1,215
1526,25460,1,120
1526,25461,1,215
1526,25462,1,240
1526,25463,1,215
1526,25464,1,215
1526,25465,1,240
1526,25467,1,170
1526,25468,1,410
1526,25469,1,410
1526,25470,1,215
1526,25471,1,215
1526,25472,1,215
1526,25473,1,215
1526,25474,1,240
1526,25475,1,215
1526,25476,1,120
1526,25477,1,215
1526,25478,1,120
1526,25479,1,145
1526,25480,1,215
1526,25481,1,410
1526,25482,1,410
1526,25483,1,215
1526,25487,1,215
1526,25488,1,120
1526,25494,1,315
1526,25495,1,315
1526,25498,1,120
1526,25499,1,410
1526,25500,1,410
1526,25501,1,410
1526,25502,1,410
1526,25503,1,215
1526,25504,1,215
1526,25505,1,120
1526,25506,1,215
1526,25507,1,215
1526,25508,1,215
1526,25509,1,215
1526,25510,1,240
1526,25511,1,240
1526,25515,1,215
1526,25516,1,215
1526,25517,1,430
1526,25518,1,215
1526,25521,1,240
1526,25522,1,240
1526,25524,1,215
1526,25529,1,215
1526,25530,1,410
1526,25531,1,410
1526,25533,1,195
1526,25534,1,580
1526,25535,1,580
1526,25536,1,580
1526,25537,1,120
1526,25539,1,700
1526,25540,1,700
1526,25541,1,700
1526,25542,1,700
1526,25544,1,410
1526,25545,1,410
1526,25546,1,215
1526,25547,1,315
1526,25548,1,315
1526,25550,1,215
1526,25554,1,120
1526,25555,1,120
1526,25556,1,170
1526,25557,1,215
1526,25558,1,215
1526,25559,1,215
1526,25560,1,195
1526,25561,1,845
1526,25562,1,845
1526,25563,1,845
1526,25564,1,845
1526,25565,1,845
1526,25567,1,410
1526,25568,1,410
1526,25569,1,430
1526,25570,1,215
1526,25572,1,120
1526,25573,1,190
1526,25575,1,120
1526,25576,1,480
1526,25577,1,480
1526,25578,1,215
1526,25580,1,215
1526,25581,1,215
1526,25582,1,410
1526,25583,1,410
1526,25584,1,215
1526,25585,1,120
1526,25586,1,215
1526,25587,1,215
1526,25588,1,240
1526,25589,1,215
1526,25591,1,215
1526,25592,1,170
1526,25593,1,145
1526,25594,1,215
1526,25595,1,120
1526,25596,1,215
1526,25599,1,215
1526,25600,1,120
