438,733,486,VWW-18,"Veteran world Winner 2018",,2,"2018-08-16 19:31:48.000000","2017-07-25 16:26:41.000000",,,
328,626,383,VWW08,"מנצח עולם קשיש 2008",,4,"2012-03-28 15:25:15.000000","2012-03-28 15:25:15.000000",,,
78,325,85,WNR.CPNHGN,,,0,"2009-12-23 13:11:13.653000","2009-12-23 13:11:13.653000",,,
325,552,310,WUSV,"מנצח באליפות עולם",,4,"2011-02-13 16:36:22.000000","2011-02-13 16:36:22.000000",,,
248,550,308,"WUSV SIGER09",,,1,"2011-02-13 16:26:18.000000","2011-02-03 12:07:37.000000",,,
1,241,1,WW,"מנצח עולם",,373,"2010-01-07 09:23:04.000000","2009-12-23 13:11:12.903000",,"2021-12-17 12:21:37",
244,546,304,WW'09,"מנצח עולם 2009",,11,"2013-08-21 18:19:37.000000","2010-12-27 13:51:05.000000",,,
351,669,424,WW'13,"מנצח עולם 2013",,11,"2013-08-21 18:18:38.000000","2013-08-21 18:17:56.000000",,,
371,695,450,WW'14,"מנצח עולם 2014",,15,"2014-10-04 23:38:53.000000","2014-10-04 23:38:53.000000",,,
412,756,508,WW'15,"מנצח עולם 2015",,4,"2019-09-19 13:56:00.000000","2019-09-19 13:56:00.000000",,,
391,500,260,WW'87,"מנצח עולם1987",,1,"2013-04-06 13:26:13.000000","2010-04-01 11:23:17.000000",,,
446,737,490,WW-16,"מנצח עולם 2016",,3,"2018-09-03 21:19:47.000000","2018-09-03 21:19:18.000000",,,
406,748,501,WW-17,"מנצח עולם 17",,4,"2019-04-02 14:14:55.000000","2019-04-02 14:14:55.000000",,,
439,734,487,WW-18,"World Winner 2018",,3,"2018-08-16 19:35:22.000000","2017-07-25 16:26:59.000000",,,
470,778,528,WW-19,"world winner 2019",,2,"2021-10-04 10:32:17.000000","2021-03-18 09:32:04.000000",,,
483,791,541,WW-21,"מנצח עולם 2021",,3,"2021-10-04 10:06:04.000000","2021-10-04 10:06:04.000000",,,
274,581,338,WW00,"מנצח עולם 2000",,9,"2011-08-16 14:17:20.000000","2011-08-16 14:17:20.000000",,,
270,575,332,WW01,"מנצח עולם 2001",,4,"2011-07-21 09:56:57.000000","2011-07-21 09:56:57.000000",,,
247,549,307,WW02,"מנצח עולם 2002",,9,"2011-01-17 11:59:23.000000","2011-01-17 11:58:25.000000",,,
273,578,335,WW03,"מנצח עולם 2003",,6,"2011-08-14 15:36:12.000000","2011-08-14 15:36:12.000000",,,
267,486,246,WW06,"מנצח עולם 2006",,10,"2010-12-19 11:21:01.000000","2010-01-07 09:52:29.000000",,,
276,584,341,WW07,"מנצח עולם 2007",,1,"2011-08-23 08:53:48.000000","2011-08-23 08:53:48.000000",,,
322,647,402,WW08,"מנצח עולם 2008",,10,"2013-08-21 18:18:29.000000","2012-08-02 16:06:21.000000",,,
300,616,373,WW10,"מנצח עולם 2010",,5,"2012-02-15 12:03:32.000000","2012-02-15 12:03:32.000000",,,
263,574,331,WW11,"מנצח עולם 2011",,9,"2011-07-17 09:37:00.000000","2011-07-17 09:37:00.000000",,,
316,636,393,WW12,"מנצח עולם 2012",,16,"2012-07-23 10:42:36.000000","2012-07-23 10:42:36.000000",,,
524,0,67,WW23,"23 World Winner","אלוף עולם 23",21,,,"2023-09-01 12:21:37","2023-09-01 12:21:37",
537,0,621,WW24,"אלוף עולם 2024","2024 World Winner",1,,,"2024-05-01 06:21:57","2024-05-01 06:21:57",
420,583,340,WW89,"מנצח עולם 1989",,1,"2011-08-16 15:52:29.000000","2011-08-16 15:52:29.000000",,,
